Unnamed: 0,dim1,dim2,dim3,phase,library
cell_1050204,0.025864255,-0.6653589,0.7460755,G2M,Fibroblast
cell_1050290,-0.72111595,0.6335781,0.28030404,G0,Fibroblast
cell_1051211,-0.8718033,0.13502295,0.47087994,G0,Fibroblast
cell_1053022,-0.017704325,-0.35497156,-0.9347095,G1-G0 transition,Fibroblast
cell_1053227,-0.8826176,0.43367285,-0.18142256,G0,Fibroblast
cell_1053711,0.6423378,-0.02801745,0.7659093,S,Fibroblast
cell_1056845,0.07889729,-0.72613394,0.68301153,G2M,Fibroblast
cell_1059276,-0.38526937,-0.030308362,-0.9223062,G1-G0 transition,Fibroblast
cell_1060413,-0.9696157,-0.086452276,-0.22884798,G0,Fibroblast
cell_1061553,0.5540792,-0.011223758,-0.8323883,G1,Fibroblast
cell_1064527,-0.9387799,0.34376946,-0.022689158,G0,Fibroblast
cell_1064924,0.97319883,0.2276921,0.03225472,S,Fibroblast
cell_1068977,0.441428,-0.35149014,0.8255884,G2M,Fibroblast
cell_1072010,-0.9624123,0.22701931,-0.14907981,G0,Fibroblast
cell_1072083,-0.95813173,0.0606488,0.27983078,G0,Fibroblast
cell_1072465,0.76766837,0.3973874,0.5027607,S,Fibroblast
cell_1075901,0.91846865,0.3898429,-0.06661691,S,Fibroblast
cell_1078487,0.9721656,0.22997826,0.04476545,S,Fibroblast
cell_1079345,0.8312608,-0.3470374,-0.434247,S,Fibroblast
cell_1082793,-0.042024717,0.14688848,-0.9882599,G1-G0 transition,Fibroblast
cell_1083258,0.66259897,0.7324173,-0.15661274,G1,Fibroblast
cell_1083278,0.07266415,0.32513013,-0.9428735,G1-G0 transition,Fibroblast
cell_1084313,-0.040281486,-0.9056115,-0.42219076,G1,Fibroblast
cell_1084869,0.05111464,-0.7419093,0.6685491,G2M,Fibroblast
cell_1091087,-0.4765703,0.86546457,0.15444048,G0,Fibroblast
cell_1092760,-0.17563912,-0.28380448,-0.94265884,G1-G0 transition,Fibroblast
cell_1092763,-0.93252134,0.31246758,0.18101941,G0,Fibroblast
cell_1094154,0.33036995,0.89896876,-0.28759497,G1-G0 transition,Fibroblast
cell_1099208,-0.46318173,0.84106135,-0.27942526,G1-G0 transition,Fibroblast
cell_1099530,-0.43110827,0.82077795,-0.37479237,G0,Fibroblast
cell_1100455,0.5587517,0.1637027,-0.81301785,G1,Fibroblast
cell_1100615,-0.06665832,0.9077936,-0.4140864,G0,Fibroblast
cell_1101666,-0.054859713,-0.7713058,-0.634096,G1,Fibroblast
cell_1102182,0.18558238,-0.85591555,-0.48266748,G1,Fibroblast
cell_1102897,-0.8859233,0.454057,-0.09472141,G0,Fibroblast
cell_1104332,-0.91009814,0.41213897,-0.043158785,G0,Fibroblast
cell_1106401,0.12681818,-0.9860926,-0.10741711,G1,Fibroblast
cell_1108503,0.070363685,0.18008235,-0.9811316,G1-G0 transition,Fibroblast
cell_1110113,0.9875033,0.1567976,-0.015868591,S,Fibroblast
cell_1111240,-0.5537998,-0.088974856,-0.82788235,G1-G0 transition,Fibroblast
cell_1112860,0.77054965,0.24258947,-0.5894096,S,Fibroblast
cell_1113449,0.24699402,0.5344026,-0.80833644,G1-G0 transition,Fibroblast
cell_1113713,-0.76155066,0.6474303,0.029572675,G0,Fibroblast
cell_1116123,0.9431362,0.27955833,-0.17983684,S,Fibroblast
cell_1117291,0.70557535,0.15911187,0.690541,S,Fibroblast
cell_1119893,-0.9874175,0.13685362,0.079233915,G0,Fibroblast
cell_1120673,-0.27164358,0.3498998,-0.8965377,G1-G0 transition,Fibroblast
cell_1122281,-0.9543042,0.1538092,0.2562148,G0,Fibroblast
cell_1123917,-0.35401538,0.20178975,-0.9132108,G1-G0 transition,Fibroblast
cell_1125486,0.2600486,-0.64082247,0.7223027,G2M,Fibroblast
cell_1126482,0.984991,0.11151482,0.13174666,S,Fibroblast
cell_1129357,-0.74306726,0.66712534,-0.052865554,G0,Fibroblast
cell_1129663,0.37470227,-0.3833828,0.84416574,S,Fibroblast
cell_1131998,-0.67433816,-0.007175845,-0.73838776,G1-G0 transition,Fibroblast
cell_1133272,0.07117218,-0.04892587,-0.99626344,G1-G0 transition,Fibroblast
cell_1133850,0.8425986,0.5357271,0.05499131,G1,Fibroblast
cell_1134317,0.95591974,0.23297593,0.178717,S,Fibroblast
cell_1141709,-0.9913654,0.117235355,-0.058741424,G0,Fibroblast
cell_1143468,-0.21057202,-0.97180444,0.10609182,G1,Fibroblast
cell_1143836,0.7496831,0.39493808,-0.53103566,S,Fibroblast
cell_1147245,-0.34236622,0.8527779,-0.39440504,G1-G0 transition,Fibroblast
cell_1147271,-0.8106486,0.07185897,-0.5811068,G1-G0 transition,Fibroblast
cell_1150627,-0.7605532,0.56486887,-0.32012817,G0,Fibroblast
cell_1151227,-0.6896069,-0.12188163,-0.7138537,G1-G0 transition,Fibroblast
cell_1153187,-0.97149813,0.21855327,0.09179239,G0,Fibroblast
cell_1153796,0.41643628,0.23764592,-0.8775563,G1,Fibroblast
cell_1155063,0.050002944,-0.6165605,0.785718,G2M,Fibroblast
cell_1157549,0.9443226,-0.0054649333,0.32897538,S,Fibroblast
cell_1157781,0.6297342,0.63982344,-0.44052345,G1,Fibroblast
cell_1159397,-0.009130869,-0.59099996,0.80661994,G2M,Fibroblast
cell_1159724,-0.26993698,0.3566722,-0.8943819,G1-G0 transition,Fibroblast
cell_1160066,-0.76018834,0.6491191,-0.027532762,G1-G0 transition,Fibroblast
cell_1163934,0.78189874,-0.18303865,0.5959288,S,Fibroblast
cell_1165480,0.20029289,-0.3720265,0.90635484,G2M,Fibroblast
cell_1166756,0.80696446,-0.18802793,0.5598696,G2M,Fibroblast
cell_1168005,0.88913983,0.42796338,-0.1621041,S,Fibroblast
cell_1170544,0.20691387,-0.6352042,-0.74411166,G1,Fibroblast
cell_1170555,0.098653905,-0.60873383,0.78721684,G2M,Fibroblast
cell_1171264,-0.82786113,0.3444696,0.4427036,G0,Fibroblast
cell_1172080,0.7782152,-0.18820748,0.59913176,G2M,Fibroblast
cell_1173072,0.67454106,-0.2964107,-0.6761174,G1,Fibroblast
cell_1173623,-0.5239045,-0.06499886,-0.84929335,G1-G0 transition,Fibroblast
cell_1175028,0.92328966,-0.05216986,0.38054493,S,Fibroblast
cell_1175470,0.2655111,-0.9607028,0.08095839,G1,Fibroblast
cell_1177493,-0.840817,0.45995748,0.28542233,G0,Fibroblast
cell_1179506,-0.14177942,-0.3953397,-0.90752685,G1-G0 transition,Fibroblast
cell_1179900,-0.90784526,0.09434059,0.4085546,G0,Fibroblast
cell_1179964,0.02001839,-0.5363706,0.8437452,G2M,Fibroblast
cell_1180615,0.46503147,-0.8614115,-0.20424478,G1,Fibroblast
cell_1180981,-0.29448205,0.6626098,-0.68864256,G1-G0 transition,Fibroblast
cell_1183058,-0.61942434,0.69778883,0.3597279,G0,Fibroblast
cell_1183725,0.6537543,0.005614509,0.7566861,S,Fibroblast
cell_1186309,-0.29323927,-0.9335584,-0.20610607,G1,Fibroblast
cell_1189385,0.686369,0.7063185,0.17323928,S,Fibroblast
cell_1189783,-0.72225416,0.5627497,-0.40207183,G1-G0 transition,Fibroblast
cell_1190184,0.07910667,-0.9197928,-0.38434803,G1,Fibroblast
cell_1190296,-0.22975971,-0.44550115,-0.86529726,G1-G0 transition,Fibroblast
cell_1194608,0.01878734,-0.82381237,0.5665512,G2M,Fibroblast
cell_1197495,-0.9985611,-0.049934812,0.019552466,G0,Fibroblast
cell_1200324,-0.823204,0.32339293,0.46663952,G0,Fibroblast
cell_1204529,-0.78415847,0.29085746,0.54817635,G0,Fibroblast
cell_1205682,-0.47341537,0.86692834,-0.15592599,G0,Fibroblast
cell_1206688,-0.942253,0.23203605,0.24149236,G0,Fibroblast
cell_1207344,-0.8964446,0.4161609,-0.15230572,G0,Fibroblast
cell_1211540,0.5894723,-0.5699653,-0.5724176,G1,Fibroblast
cell_1211803,0.7530498,0.3509434,0.5565561,S,Fibroblast
cell_1211848,0.51282126,-0.57751447,-0.6352097,G1,Fibroblast
cell_1212774,0.54364115,-0.3363991,-0.7689537,G1,Fibroblast
cell_1212983,-0.6996909,0.71441084,-0.0070601343,G0,Fibroblast
cell_1214159,0.008364034,0.006029997,-0.9999467,G1-G0 transition,Fibroblast
cell_1214419,-0.74177444,0.5374579,-0.4011354,G1-G0 transition,Fibroblast
cell_1218646,-0.9608053,0.15282746,0.23129408,G0,Fibroblast
cell_1219672,0.44056207,-0.5778751,0.68699735,G2M,Fibroblast
cell_1223945,-0.7505098,0.5257245,0.40043578,G0,Fibroblast
cell_1224191,-0.12253908,-0.99232924,-0.016332146,G1,Fibroblast
cell_1226112,0.8162994,0.024103373,-0.5771257,S,Fibroblast
cell_1226311,-0.97303516,-0.07715934,0.21736887,G0,Fibroblast
cell_1226712,-0.9160015,0.18022539,0.35841304,G0,Fibroblast
cell_1226864,-0.16176875,0.8356034,0.5249741,G0,Fibroblast
cell_1227281,-0.7709016,0.6318971,-0.080104105,G1-G0 transition,Fibroblast
cell_1227849,0.8260317,-0.23901582,0.5104341,S,Fibroblast
cell_1230886,-0.07537721,-0.9961491,-0.044781797,G1,Fibroblast
cell_1231388,0.17119433,-0.32731813,-0.92927676,G1-G0 transition,Fibroblast
cell_1232946,-0.7248496,0.5776604,0.3753687,G0,Fibroblast
cell_1233522,0.9570407,0.2501839,0.1465641,S,Fibroblast
cell_1233615,-0.047763493,0.71427405,-0.69823444,G1-G0 transition,Fibroblast
cell_1234640,-0.7004635,0.57396156,-0.42416868,G0,Fibroblast
cell_1238732,-0.78406245,0.56225306,0.26290217,G0,Fibroblast
cell_1239427,0.26016584,-0.58279413,0.76984733,G2M,Fibroblast
cell_1242124,0.86031085,0.22835469,0.45576254,S,Fibroblast
cell_1247557,-0.8291804,0.52802014,-0.1834514,G0,Fibroblast
cell_1248551,-0.29603636,-0.9296984,0.21914229,G2M,Fibroblast
cell_1249096,-0.90836084,0.3557778,0.21977873,G0,Fibroblast
cell_1250360,0.2362422,-0.5725145,-0.78512216,G1,Fibroblast
cell_1252442,0.56781805,-0.024341129,-0.8227941,S,Fibroblast
cell_1254046,0.8476372,0.31884056,0.42408958,S,Fibroblast
cell_1254526,-0.94587576,0.22859345,-0.23035674,G0,Fibroblast
cell_1256268,0.3684595,-0.57609856,-0.72962195,G1,Fibroblast
cell_1257183,0.14077191,-0.34944057,-0.9263232,G1,Fibroblast
cell_1259349,0.6047085,0.52713025,-0.59704393,G1,Fibroblast
cell_1260811,0.7659441,-0.041779954,0.6415481,S,Fibroblast
cell_1262220,0.90522534,0.40912127,-0.114834264,S,Fibroblast
cell_1264647,0.4202865,-0.52710277,0.73859453,G2M,Fibroblast
cell_1265637,0.2693076,-0.89091605,-0.36570752,G1,Fibroblast
cell_1269286,0.9867106,0.063460246,-0.14958239,S,Fibroblast
cell_1272527,-0.75011337,-0.34115687,-0.56651735,G1-G0 transition,Fibroblast
cell_1273918,-0.74984574,0.65315574,0.10544674,G0,Fibroblast
cell_1276451,0.82491165,0.54748034,-0.14066227,S,Fibroblast
cell_1277111,0.069348246,0.05778351,-0.9959176,G1-G0 transition,Fibroblast
cell_1278998,-0.8622891,0.47674796,0.17078964,G0,Fibroblast
cell_1279128,-0.9922443,0.12218765,-0.022829866,G0,Fibroblast
cell_1282390,0.6522789,-0.2250907,-0.72378606,S,Fibroblast
cell_1282515,0.24425507,0.05639371,-0.96806985,G1,Fibroblast
cell_1284486,-0.9804479,0.020662041,0.19569127,G0,Fibroblast
cell_1287456,0.48989186,-0.098889254,-0.86615634,G1,Fibroblast
cell_1290905,-0.22626595,-0.22422938,-0.9479055,G1-G0 transition,Fibroblast
cell_1293251,-0.35837504,0.06097969,-0.931584,G1-G0 transition,Fibroblast
cell_1298005,-0.30596736,0.36267656,-0.8802554,G1-G0 transition,Fibroblast
cell_1298893,0.6739532,0.30064777,-0.6748318,S,Fibroblast
cell_1299328,0.62349844,0.4984741,-0.6023067,G1,Fibroblast
cell_1299562,0.6401445,0.08265151,0.7637956,S,Fibroblast
cell_1301826,0.2488455,-0.67471254,-0.694866,G1,Fibroblast
cell_1303447,0.8168079,-0.08725353,0.5702732,S,Fibroblast
cell_1304396,-0.6975004,0.34517857,0.62796897,G0,Fibroblast
cell_1305828,0.6185227,0.62330365,-0.47845826,S,Fibroblast
cell_1306301,-0.6140365,0.14967062,-0.7749567,G1-G0 transition,Fibroblast
cell_1306364,-0.32912984,0.70469224,-0.62855554,G0,Fibroblast
cell_1307204,-0.9364503,0.33933273,-0.08896123,G0,Fibroblast
cell_1309013,0.40786853,-0.8066848,-0.42767143,G1,Fibroblast
cell_1309193,-0.6784859,0.2914909,-0.67430705,G1-G0 transition,Fibroblast
cell_1311529,-0.093285725,0.26316386,-0.9602304,G1-G0 transition,Fibroblast
cell_1312251,-0.8241143,0.48330107,0.29539052,G0,Fibroblast
cell_1312388,-0.34728095,0.91968066,0.18325791,G0,Fibroblast
cell_1312952,0.87797093,-0.053011023,0.47576988,S,Fibroblast
cell_1315211,-0.96905404,0.1804433,0.16844663,G0,Fibroblast
cell_1315280,0.9782465,0.20737012,-0.005611586,S,Fibroblast
cell_1319364,-0.88323253,0.45104006,0.12830883,G0,Fibroblast
cell_1320486,0.19766645,-0.98007536,0.019501518,G1,Fibroblast
cell_1325905,0.54863614,0.82491565,-0.13606043,S,Fibroblast
cell_1326074,-0.9670372,0.06205621,0.24695742,G0,Fibroblast
cell_1326480,-0.19759108,0.55164087,-0.8103394,G1-G0 transition,Fibroblast
cell_1326876,-0.8329343,0.5483049,0.07471389,G0,Fibroblast
cell_1328731,0.07656344,-0.8234362,0.56221956,G2M,Fibroblast
cell_1328829,-0.2565957,-0.42575684,-0.86769223,G1-G0 transition,Fibroblast
cell_1329323,-0.94291353,0.05330047,-0.32874474,G0,Fibroblast
cell_1331607,-0.54318744,0.56551015,0.6206011,G0,Fibroblast
cell_1331645,0.9724084,-0.009636548,0.23308572,S,Fibroblast
cell_1332043,0.75779086,-0.5005281,-0.4185985,S,Fibroblast
cell_1332844,-0.68766475,-0.26874706,-0.6744569,G1-G0 transition,Fibroblast
cell_1332886,0.41510904,-0.41585082,0.80916786,G2M,Fibroblast
cell_1332994,0.81946325,0.31995547,0.4755087,S,Fibroblast
cell_1333501,0.9388873,-0.07582878,0.33576876,S,Fibroblast
cell_1336625,0.22037812,-0.84181297,0.49273154,G2M,Fibroblast
cell_1336994,-0.0030577234,-0.9977419,-0.06709502,G1,Fibroblast
cell_1342978,0.9241065,0.0426981,0.379742,S,Fibroblast
cell_1343979,0.78500557,-0.037769966,0.61833626,S,Fibroblast
cell_1344482,-0.44454062,0.27011934,-0.8540604,G1-G0 transition,Fibroblast
cell_1344647,-0.8223904,0.52990484,0.20706275,G0,Fibroblast
cell_1348504,0.9859857,0.019741533,0.16565724,S,Fibroblast
cell_1349454,0.07247513,-0.9562121,0.283559,G1,Fibroblast
cell_1350477,0.76795256,-0.02606398,0.6399762,S,Fibroblast
cell_1350690,0.27002457,-0.7758734,0.57018167,G2M,Fibroblast
cell_1351280,-0.7344073,0.6678717,0.12080237,G0,Fibroblast
cell_1351507,-0.7631737,0.64619094,-0.0017730779,G0,Fibroblast
cell_1354112,0.8975791,-0.18738425,0.39904767,S,Fibroblast
cell_1355787,0.918503,0.14134033,0.36929,S,Fibroblast
cell_1357651,-0.9369783,0.2557753,-0.23801403,G0,Fibroblast
cell_1358000,-0.83577955,0.5485793,0.023094818,G0,Fibroblast
cell_1358713,-0.10081285,-0.9609328,-0.25776908,G1,Fibroblast
cell_1359057,-0.77081347,0.61509174,0.16585737,G0,Fibroblast
cell_1362203,-0.2599543,-0.42607796,-0.8665341,G1-G0 transition,Fibroblast
cell_1369745,-0.30088484,0.6860001,-0.6624743,G0,Fibroblast
cell_1369854,-0.6752328,0.73735225,0.019291835,G0,Fibroblast
cell_1370948,-0.0107391365,0.4539437,-0.8909656,G1-G0 transition,Fibroblast
cell_1371969,-0.9181125,0.38449305,0.096096426,G0,Fibroblast
cell_1373407,0.022228185,-0.7232272,0.6902522,G2M,Fibroblast
cell_1373760,-0.8589678,0.19609079,-0.47299337,G0,Fibroblast
cell_1374114,0.35426328,-0.4212533,0.83489114,G2M,Fibroblast
cell_1374622,0.80450016,0.037744727,0.5927519,S,Fibroblast
cell_1377130,-0.8229162,0.16733888,0.5429609,G0,Fibroblast
cell_1377714,-0.8631926,0.4416243,-0.24467622,G1-G0 transition,Fibroblast
cell_1377867,0.270003,-0.04433823,-0.96183807,G1-G0 transition,Fibroblast
cell_1378133,-0.37623075,-0.36841124,-0.85013145,G1-G0 transition,Fibroblast
cell_1378140,-0.92898583,0.36084372,-0.08232316,G0,Fibroblast
cell_1378449,-0.14733517,-0.6537472,-0.74223113,G1-G0 transition,Fibroblast
cell_1380415,0.53241396,0.115981005,-0.8385009,S,Fibroblast
cell_1380977,0.3412223,-0.06974437,0.9373916,S,Fibroblast
cell_1383777,-0.29794756,-0.8352305,-0.46218723,G1,Fibroblast
cell_1385002,-0.48327363,0.87064993,-0.09173473,G0,Fibroblast
cell_1385057,0.52441573,-0.5822938,0.6212264,G2M,Fibroblast
cell_1385378,-0.6151576,0.68592227,0.38870522,G0,Fibroblast
cell_1385889,0.92996395,0.3440104,-0.12970704,S,Fibroblast
cell_1385963,-0.44534847,0.33815315,-0.82904595,G1-G0 transition,Fibroblast
cell_1388215,0.8586928,0.47355565,-0.19593799,S,Fibroblast
cell_1390993,-0.4552874,-0.11395601,-0.8830218,G1-G0 transition,Fibroblast
cell_1391036,0.43330893,0.87807065,0.20306526,G1,Fibroblast
cell_1392337,0.94437003,0.23673524,0.2283017,S,Fibroblast
cell_1393047,0.705105,-0.50947607,-0.493215,S,Fibroblast
cell_1394501,0.36250955,-0.8823455,0.30008858,G2M,Fibroblast
cell_1398252,-0.78300023,0.608654,0.12826066,G0,Fibroblast
cell_1399444,-0.9378289,-0.028887192,0.34589335,G0,Fibroblast
cell_1400748,0.7946667,0.55057746,0.25567424,S,Fibroblast
cell_1401865,0.12264791,0.24573326,-0.96154696,G1-G0 transition,Fibroblast
cell_1402300,0.32277474,0.93121034,0.1693044,G0,Fibroblast
cell_1402776,0.21274018,0.5626867,-0.7988276,G1-G0 transition,Fibroblast
cell_1404144,0.41155815,-0.5448474,-0.7305896,G1,Fibroblast
cell_1405033,0.42271098,-0.87481356,-0.23667827,G1,Fibroblast
cell_1409405,0.14995287,-0.94452894,-0.29219738,G1,Fibroblast
cell_1410016,-0.9505913,0.31034154,-0.008017557,G0,Fibroblast
cell_1410473,-0.4959084,-0.035194468,-0.8676614,G1-G0 transition,Fibroblast
cell_1414178,0.8870993,-0.1597479,-0.43305385,S,Fibroblast
cell_1418241,0.34288517,-0.48729083,-0.8031049,G1,Fibroblast
cell_1418476,-0.76685375,-0.055168293,-0.63944644,G1-G0 transition,Fibroblast
cell_1418544,0.004907634,-0.7567449,0.6536919,G2M,Fibroblast
cell_1419284,-0.8157165,0.5557464,-0.16047603,G0,Fibroblast
cell_1420123,0.061401214,-0.77501965,0.628947,G2M,Fibroblast
cell_1420904,-0.94602156,-0.035734434,-0.32212767,G1-G0 transition,Fibroblast
cell_1421711,0.6247481,0.73270464,-0.2698772,G1,Fibroblast
cell_1421871,-0.98530775,0.17078723,0.000662988,G0,Fibroblast
cell_1422303,0.4412005,0.8960396,0.0495497,G1,Fibroblast
cell_1424667,0.47056115,0.03827876,-0.8815366,G1,Fibroblast
cell_1427380,-0.6616565,0.7494004,-0.024694556,G0,Fibroblast
cell_1427489,0.030196749,-0.9995268,-0.0058634565,G1,Fibroblast
cell_1427848,0.8976508,0.37224546,-0.23591608,S,Fibroblast
cell_1429308,-0.9493066,0.17742667,0.25949314,G0,Fibroblast
cell_1430868,-0.49653515,0.77669144,-0.38756055,G0,Fibroblast
cell_1431978,0.8514347,-0.36079177,-0.380642,S,Fibroblast
cell_1433788,-0.85267794,0.16926035,0.4942581,G0,Fibroblast
cell_1434538,-0.862941,0.119608335,0.49094477,G0,Fibroblast
cell_1438060,-0.84090066,0.49658874,-0.21514091,G0,Fibroblast
cell_1438324,0.78090674,0.058733407,-0.6218803,S,Fibroblast
cell_1442635,0.07225508,-0.27607837,-0.9584154,G1-G0 transition,Fibroblast
cell_1442909,-0.9568582,0.112571865,0.26786172,G0,Fibroblast
cell_1443288,-0.23987122,-0.9679531,0.07435465,G1,Fibroblast
cell_1443485,-0.8162592,0.3945082,-0.42200032,G0,Fibroblast
cell_1443767,0.34329057,0.27017903,-0.8995303,G1-G0 transition,Fibroblast
cell_1446270,0.960448,0.060480636,0.27181175,S,Fibroblast
cell_1448235,0.56445044,0.5229533,-0.6386826,S,Fibroblast
cell_1450675,0.9035835,0.40849343,-0.12911129,S,Fibroblast
cell_1453611,-0.635224,0.6984866,-0.32955575,G0,Fibroblast
cell_1455038,0.43058553,-0.40410778,-0.8070272,G1,Fibroblast
cell_1458605,0.44893652,-0.42105556,0.78814226,G2M,Fibroblast
cell_1461602,-0.92933124,-0.16453034,0.33056486,G0,Fibroblast
cell_1461925,0.9305071,0.14958699,0.33433548,S,Fibroblast
cell_1464890,0.55905634,-0.11707788,0.82082194,S,Fibroblast
cell_1466658,0.8482267,0.09730242,-0.5206185,S,Fibroblast
cell_1467105,-0.85288095,0.351445,0.38610968,G0,Fibroblast
cell_1467813,-0.93151474,0.29823646,0.20817086,G0,Fibroblast
cell_1469063,-0.86975944,-0.033907544,-0.49230963,G1-G0 transition,Fibroblast
cell_1469136,0.53940237,0.41808668,0.7309232,S,Fibroblast
cell_1469590,0.5309174,0.21808939,0.81887954,S,Fibroblast
cell_1473192,0.75369877,0.6343314,0.17193504,G1,Fibroblast
cell_1477673,-0.5584236,0.53804725,0.6314018,G0,Fibroblast
cell_1482966,-0.6891837,0.3491674,0.6349078,G0,Fibroblast
cell_1483018,-0.04733002,-0.65482336,0.75429845,G2M,Fibroblast
cell_1485784,-0.77779543,0.6225551,0.08636832,G0,Fibroblast
cell_1490934,-0.84135526,0.53917366,-0.037589733,G0,Fibroblast
cell_1492180,-0.24015792,0.24637341,-0.93894845,G1-G0 transition,Fibroblast
cell_1495275,0.61415386,0.6325835,-0.4718613,G1,Fibroblast
cell_1496751,-0.8109136,0.3930761,0.43348625,G0,Fibroblast
cell_1496797,-0.51674896,0.4069286,0.753246,G0,Fibroblast
cell_1496830,0.21204458,-0.74194384,0.6360476,G2M,Fibroblast
cell_1496832,-0.9144671,0.38016382,0.13865508,G0,Fibroblast
cell_1497626,0.8980758,0.42105424,0.12717338,S,Fibroblast
cell_1499269,-0.5606609,0.69125473,0.45587954,G0,Fibroblast
cell_1504899,-0.59420854,0.71760887,0.3632543,G0,Fibroblast
cell_1505278,0.52094036,0.81575876,0.25131416,S,Fibroblast
cell_1506529,-0.007442329,-0.19511586,-0.98075193,G1-G0 transition,Fibroblast
cell_1508914,0.27534387,-0.5413958,0.7944031,G2M,Fibroblast
cell_1509536,-0.91759974,0.12897171,0.37600133,G0,Fibroblast
cell_1511496,0.670043,0.70239437,0.24017586,G1,Fibroblast
cell_1513525,0.051891647,0.89193296,-0.4491802,G1-G0 transition,Fibroblast
cell_1514388,0.7649384,-0.12747881,0.6313623,S,Fibroblast
cell_1516202,-0.7312122,0.24424587,-0.6369242,G1-G0 transition,Fibroblast
cell_1516818,0.56653243,-0.30196616,0.76671857,S,Fibroblast
cell_1518499,0.4443951,0.85241944,-0.2754888,G1-G0 transition,Fibroblast
cell_1518549,0.6961898,-0.4274774,-0.57669985,S,Fibroblast
cell_1519176,0.09101692,-0.562926,0.82148045,G2M,Fibroblast
cell_1519503,-0.13061388,-0.7133399,-0.68853915,G1-G0 transition,Fibroblast
cell_1522503,-0.94255835,0.12545834,-0.30958658,G0,Fibroblast
cell_1524455,-0.76847166,0.18573932,-0.61233336,G1-G0 transition,Fibroblast
cell_1526959,0.9882911,0.13552216,0.070104785,S,Fibroblast
cell_1528706,0.19652346,-0.941747,0.27293065,G2M,Fibroblast
cell_1529239,0.056759585,-0.99740684,0.04424885,G1,Fibroblast
cell_1530023,0.26604337,0.9395871,0.21539949,G1,Fibroblast
cell_1530346,0.8312135,-0.15267256,0.53457934,S,Fibroblast
cell_1530459,0.90367067,-0.13822111,0.40530732,S,Fibroblast
cell_1530625,0.47227842,0.7985544,-0.3731809,G1,Fibroblast
cell_1531765,0.98547786,0.13388757,0.10443875,S,Fibroblast
cell_1533851,-0.41622975,0.20635661,-0.8855335,G1-G0 transition,Fibroblast
cell_1533895,-0.7275698,0.6436871,-0.23729523,G0,Fibroblast
cell_1535520,0.47750336,0.5207196,-0.7077017,G1,Fibroblast
cell_1535999,-0.87475616,0.19931006,0.44167528,G0,Fibroblast
cell_1536696,0.62950677,-0.35862854,0.6892799,G2M,Fibroblast
cell_1539590,-0.26917514,0.8554133,-0.44250754,G0,Fibroblast
cell_1539598,0.029991966,-0.9514144,-0.3064491,G1-G0 transition,Fibroblast
cell_1540107,0.25919217,-0.3127588,-0.9137841,G1-G0 transition,Fibroblast
cell_1541173,-0.6820028,-0.5623027,-0.4676407,G1-G0 transition,Fibroblast
cell_1542955,-0.7468903,0.52065206,-0.4136136,G0,Fibroblast
cell_1543527,0.4136162,0.09737821,-0.9052286,G1-G0 transition,Fibroblast
cell_1544034,-0.75457746,0.22906029,0.6149344,G0,Fibroblast
cell_1545207,-0.45380294,0.5733702,-0.682136,G1-G0 transition,Fibroblast
cell_1545242,0.69069254,-0.0879979,0.71777445,G2M,Fibroblast
cell_1545833,-0.9400283,0.1932649,0.28106117,G0,Fibroblast
cell_1547311,-0.8133181,0.30803138,0.4935892,G0,Fibroblast
cell_1547338,-0.09968498,0.18350664,-0.977951,G1-G0 transition,Fibroblast
cell_1548423,0.25731754,0.95546514,-0.14447851,G1,Fibroblast
cell_1553408,0.9954958,-0.059004277,-0.07420596,S,Fibroblast
cell_1555079,-0.82541084,0.5529061,0.11398135,G0,Fibroblast
cell_1555278,-0.61316144,0.6797209,-0.40250766,G1-G0 transition,Fibroblast
cell_1556596,0.31067416,-0.81204134,-0.49403474,G1,Fibroblast
cell_1556792,-0.7744509,0.38997048,0.4981452,G0,Fibroblast
cell_1557792,-0.58371156,0.38025326,-0.71741784,G1-G0 transition,Fibroblast
cell_1559891,0.99086714,0.09930026,0.09122334,S,Fibroblast
cell_1561305,-0.79707426,0.55925304,0.22783484,G0,Fibroblast
cell_1563791,0.8916601,0.061647117,0.44848844,S,Fibroblast
cell_1565571,-0.72457606,0.68341583,-0.08906409,G0,Fibroblast
cell_1566090,0.51616967,-0.8377687,-0.17808098,G1,Fibroblast
cell_1568357,0.48240805,0.6563807,-0.58004034,G1-G0 transition,Fibroblast
cell_1570600,-0.9820675,0.18761306,0.018564198,G0,Fibroblast
cell_1572156,-0.40633553,0.9013052,0.1501341,G1-G0 transition,Fibroblast
cell_1572579,-0.9133832,0.35480675,0.1996081,G0,Fibroblast
cell_1575884,0.8344206,0.54533106,0.07972576,S,Fibroblast
cell_1581016,-0.3153766,-0.8282509,-0.46318263,G1,Fibroblast
cell_1581321,0.7458702,0.66509336,-0.036448147,S,Fibroblast
cell_1581761,-0.85330665,0.08726448,0.51405513,G0,Fibroblast
cell_1585917,-0.69249576,0.664117,0.28177667,G0,Fibroblast
cell_1587876,-0.6630115,0.6963418,-0.27481583,G0,Fibroblast
cell_1588957,-0.7740957,0.6329473,-0.01238778,G0,Fibroblast
cell_1589293,-0.88695765,0.416499,0.19958648,G1-G0 transition,Fibroblast
cell_1590030,0.49502188,0.75248516,-0.43441838,G1,Fibroblast
cell_1591301,-0.8979887,0.26939285,0.34791347,G0,Fibroblast
cell_1594868,0.40953165,-0.5367164,0.73771226,G2M,Fibroblast
