Unnamed: 0,dim1,dim2,dim3,phase,library
cell_2298457,0.86319876,0.07049949,0.4999177,S,Fibroblast
cell_2301792,-0.77553374,0.63004005,-0.039961617,G0,Fibroblast
cell_2302085,0.78262544,0.45817336,-0.42139614,S,Fibroblast
cell_2302668,-0.78935766,0.6135338,0.022151211,G0,Fibroblast
cell_2303039,0.7866712,-0.118819326,-0.6058303,S,Fibroblast
cell_2303483,0.79292405,0.60629916,0.06060358,G1,Fibroblast
cell_2303953,0.47206795,0.8641089,-0.17454979,G1,Fibroblast
cell_2307105,-0.7632197,0.6450641,0.037253182,G0,Fibroblast
cell_2308612,0.9882421,0.14448826,0.0500068,S,Fibroblast
cell_2310007,0.24193232,-0.094688825,-0.9656619,G1,Fibroblast
cell_2313754,0.27199244,-0.67198235,0.68881047,G2M,Fibroblast
cell_2315017,-0.53794116,0.55470663,-0.6347597,G0,Fibroblast
cell_2315601,0.20195144,0.32528016,-0.923801,G1-G0 transition,Fibroblast
cell_2316293,-0.6010482,0.793539,0.095063016,G0,Fibroblast
cell_2316724,-0.074980125,0.4542723,-0.8877018,G1-G0 transition,Fibroblast
cell_2318299,-0.28860065,0.78461313,0.54871833,G0,Fibroblast
cell_2318512,-0.035767544,-0.82755923,-0.56023777,G1-G0 transition,Fibroblast
cell_2320868,-0.015956052,0.40237927,-0.915334,G1-G0 transition,Fibroblast
cell_2321411,0.52796376,0.19853704,-0.8257344,G1,Fibroblast
cell_2321820,0.49980336,0.62270206,-0.60202885,G1-G0 transition,Fibroblast
cell_2321868,0.054579582,-0.938912,-0.33980194,G1,Fibroblast
cell_2322450,0.34709758,-0.2795513,0.8951951,G2M,Fibroblast
cell_2322731,0.49928138,-0.1691121,-0.84977597,G1,Fibroblast
cell_2324099,-0.22133826,0.7530069,-0.61966926,G1-G0 transition,Fibroblast
cell_2324939,0.21465833,-0.969486,0.11840039,G1,Fibroblast
cell_2324942,-0.84492946,0.46899638,-0.25717056,G0,Fibroblast
cell_2324987,0.7098279,-0.2237253,0.6679007,S,Fibroblast
cell_2325547,0.53366125,-0.5241561,-0.6636762,G1,Fibroblast
cell_2325823,0.03678196,-0.49025145,0.87080455,G2M,Fibroblast
cell_2326188,-0.42727196,-0.41650262,-0.80247384,G1-G0 transition,Fibroblast
cell_2327202,0.23729073,-0.62443876,0.7441569,G2M,Fibroblast
cell_2328893,0.11978404,0.98773336,-0.100173235,G1,Fibroblast
cell_2329025,-0.8382589,0.4153339,0.35329834,G0,Fibroblast
cell_2330139,0.23584023,-0.9057484,-0.3521352,G1,Fibroblast
cell_2330172,-0.9782172,0.04630908,0.20235272,G0,Fibroblast
cell_2330264,0.84426826,0.41706783,-0.33654922,S,Fibroblast
cell_2330709,-0.4854754,0.8133221,0.3206569,G0,Fibroblast
cell_2331556,-0.048013024,0.28056654,-0.95863307,G1-G0 transition,Fibroblast
cell_2332963,-0.56890845,0.8113387,0.13443425,G0,Fibroblast
cell_2335881,-0.87000614,0.26697445,0.4145044,G0,Fibroblast
cell_2337770,-0.67070645,0.67059124,0.31695446,G0,Fibroblast
cell_2337813,-0.18056992,-0.9485779,-0.25998935,G1,Fibroblast
cell_2340619,-0.999196,0.0019837078,-0.040042914,G0,Fibroblast
cell_2340717,-0.18361461,0.6089721,0.77164674,G0,Fibroblast
cell_2343029,0.14189413,0.9849672,-0.09851667,G1-G0 transition,Fibroblast
cell_2343882,-0.576484,0.2930349,-0.76275605,G1-G0 transition,Fibroblast
cell_2345850,-0.6995893,0.41085896,-0.58461076,G1-G0 transition,Fibroblast
cell_2347054,0.06306669,-0.9762805,0.20712009,G1,Fibroblast
cell_2347494,-0.3917808,0.69032687,0.6082406,G0,Fibroblast
cell_2347702,-0.8798108,0.07328439,0.46964055,G0,Fibroblast
cell_2347819,-0.8631809,0.0888972,0.49700695,G0,Fibroblast
cell_2349326,-0.455222,0.29932117,-0.83855814,G1-G0 transition,Fibroblast
cell_2352574,0.8432173,0.49690634,-0.20510669,S,Fibroblast
cell_2353049,0.84908897,-0.10913201,-0.516854,S,Fibroblast
cell_2354790,-0.8664046,0.19442661,0.4599363,G0,Fibroblast
cell_2357153,0.9295407,-0.017934227,0.3682832,S,Fibroblast
cell_2357337,0.73234534,0.4498122,-0.51121354,G1-G0 transition,Fibroblast
cell_2357522,-0.9604984,0.2782575,-0.003955539,G0,Fibroblast
cell_2359839,0.64836216,-0.50243616,0.57200044,G2M,Fibroblast
cell_2361235,-0.57207,0.1993898,-0.7956002,G1-G0 transition,Fibroblast
cell_2363311,0.7814129,-0.42408562,0.45776108,S,Fibroblast
cell_2366613,0.6969445,0.7122,-0.08390272,G1,Fibroblast
cell_2366617,0.23885931,0.16202787,-0.95744085,G1-G0 transition,Fibroblast
cell_2366878,0.94787264,0.19225834,0.25411397,S,Fibroblast
cell_2373037,-0.9256315,0.15408789,0.34563407,G0,Fibroblast
cell_2373089,-0.2239075,-0.69113743,-0.687164,G1-G0 transition,Fibroblast
cell_2373751,0.27903712,-0.9245003,-0.2596877,G1,Fibroblast
cell_2374165,0.009423762,-0.97618955,-0.21671417,G1,Fibroblast
cell_2374899,-0.85991865,0.39113843,0.32794878,G0,Fibroblast
cell_2376084,-0.9584883,0.22496063,0.17519371,G0,Fibroblast
cell_2376149,-0.092111684,-0.75408506,0.6502852,G2M,Fibroblast
cell_2376496,-0.45466346,0.35050607,-0.818796,G1-G0 transition,Fibroblast
cell_2380684,0.3795601,0.8545662,-0.35447225,G1,Fibroblast
cell_2380947,0.22056437,-0.96025115,0.17108205,G1,Fibroblast
cell_2382489,-0.69465387,-0.36088693,-0.62226725,G1-G0 transition,Fibroblast
cell_2383298,-0.7928767,0.45976776,0.39995006,G0,Fibroblast
cell_2383882,0.10290747,-0.46291596,-0.88040835,G1,Fibroblast
cell_2385725,-0.2757462,-0.92091984,-0.27544618,G1,Fibroblast
cell_2386620,0.16863847,-0.5753801,0.80031174,G2M,Fibroblast
cell_2387784,0.7772893,0.25640118,-0.57452595,S,Fibroblast
cell_2389743,0.5811294,-0.13986823,-0.8017015,G1,Fibroblast
cell_2389974,-0.8815039,0.22455049,-0.41536495,G0,Fibroblast
cell_2390271,0.31774136,-0.6151487,0.7215487,G2M,Fibroblast
cell_2391019,0.6460807,-0.14248928,0.7498509,S,Fibroblast
cell_2392216,-0.8164222,0.283493,0.503077,G0,Fibroblast
cell_2393217,-0.81465334,0.57634646,-0.06453421,G0,Fibroblast
cell_2394678,-0.8661363,0.37786177,-0.32715178,G1-G0 transition,Fibroblast
cell_2396689,0.4379082,-0.40782705,-0.80119497,G1,Fibroblast
cell_2397468,-0.91796136,0.26308644,0.29687113,G0,Fibroblast
cell_2398141,0.84497386,0.005608803,0.53477794,S,Fibroblast
cell_2400332,-0.94478387,0.27352932,0.18045829,G0,Fibroblast
cell_2400712,0.9359732,0.314025,-0.15919305,S,Fibroblast
cell_2401185,-0.9423708,0.2810826,0.18146606,G0,Fibroblast
cell_2401193,-0.7774189,0.587386,0.22493893,G0,Fibroblast
cell_2401550,-0.015940564,0.9998637,0.004276643,G0,Fibroblast
cell_2406702,0.80483204,-0.4626382,-0.37176767,S,Fibroblast
cell_2407358,-0.76633835,0.4638655,-0.44447073,G1-G0 transition,Fibroblast
cell_2409404,-0.832262,0.25572574,-0.49187827,G1-G0 transition,Fibroblast
cell_2411227,-0.9859791,0.16286542,0.036333054,G0,Fibroblast
cell_2411692,0.13645008,-0.75765234,-0.6382353,G1,Fibroblast
cell_2414304,-0.41890237,0.5443725,-0.72675943,G1-G0 transition,Fibroblast
cell_2414874,0.21544929,0.9637856,-0.15715908,S,Fibroblast
cell_2415736,0.7516945,0.08450976,0.65407455,S,Fibroblast
cell_2415834,-0.78060627,0.571173,0.25380147,G0,Fibroblast
cell_2416962,0.9578934,0.27612245,-0.07871916,S,Fibroblast
cell_2417376,0.08877035,-0.9481337,0.30522496,G1,Fibroblast
cell_2417951,-0.8196793,0.27749813,-0.5011194,G1-G0 transition,Fibroblast
cell_2419215,0.35973006,0.66410357,-0.6554087,G1-G0 transition,Fibroblast
cell_2419240,-0.8720049,0.28368473,0.39891154,G0,Fibroblast
cell_2421859,0.99943423,0.030084271,0.015043961,S,Fibroblast
cell_2422265,-0.44623068,0.8825692,-0.14815414,G0,Fibroblast
cell_2423291,-0.2183849,-0.9685281,-0.11942069,G1,Fibroblast
cell_2428648,0.2083582,-0.5233498,0.8262516,G2M,Fibroblast
cell_2431660,0.28048655,0.9466372,-0.15876158,S,Fibroblast
cell_2431834,-0.9805287,-0.14076005,-0.13693076,G0,Fibroblast
cell_2431896,0.25503722,0.5220217,-0.8139099,G1-G0 transition,Fibroblast
cell_2433261,-0.78734505,0.57456696,0.22351874,G0,Fibroblast
cell_2434204,0.6127164,-0.4751367,0.63152504,G2M,Fibroblast
cell_2435449,-0.78859293,0.61483645,0.00985543,G0,Fibroblast
cell_2436735,-0.99508876,0.09864564,-0.008194027,G0,Fibroblast
cell_2436755,0.6654437,-0.55178726,-0.50270826,S,Fibroblast
cell_2438195,-0.8003658,0.4307459,-0.41698015,G0,Fibroblast
cell_2438745,0.5321487,-0.31599432,0.7854714,G2M,Fibroblast
cell_2442558,0.56560725,-0.60165167,0.56400687,G2M,Fibroblast
cell_2443345,-0.0694934,-0.60981727,-0.78948945,G1-G0 transition,Fibroblast
cell_2445323,0.02474295,-0.78066355,0.6244614,G2M,Fibroblast
cell_2448634,0.2104651,-0.9300256,-0.30125892,G1,Fibroblast
cell_2449450,-0.55590695,0.77530634,0.29977933,G0,Fibroblast
cell_2449792,0.90246487,-0.14170575,0.406788,S,Fibroblast
cell_2450432,-0.9333921,0.1868004,0.30640596,G0,Fibroblast
cell_2451394,0.79304343,0.35001117,0.49857223,S,Fibroblast
cell_2451520,-0.9137609,0.041265707,-0.40415114,G0,Fibroblast
cell_2455942,0.054690823,0.5966734,-0.80061823,G1-G0 transition,Fibroblast
cell_2463463,-0.10951928,0.045277484,-0.9929528,G1-G0 transition,Fibroblast
cell_2464977,0.5845568,-0.65838146,-0.47415927,G1,Fibroblast
cell_2469894,0.22045305,-0.8059022,0.54947436,G2M,Fibroblast
cell_2470296,0.71028674,0.34643543,0.6127603,S,Fibroblast
cell_2473451,0.6490835,0.20177811,0.73346865,S,Fibroblast
cell_2473561,-0.857529,0.5115522,0.0543913,G0,Fibroblast
cell_2475859,-0.19832712,0.15328492,-0.9680754,G1-G0 transition,Fibroblast
cell_2476041,-0.5411089,0.71695805,0.43951377,G0,Fibroblast
cell_2479892,0.66094404,-0.17825513,-0.7289568,S,Fibroblast
cell_2480395,-0.94876045,0.31592008,-0.00693578,G0,Fibroblast
cell_2480686,0.96063626,0.27088717,0.06163021,S,Fibroblast
cell_2481575,-0.12070622,0.7204381,0.682934,G0,Fibroblast
cell_2482165,-0.5353935,0.76631165,-0.35513413,G1-G0 transition,Fibroblast
cell_2482246,0.32568023,-0.93473583,0.14213127,G1,Fibroblast
cell_2484496,0.8116695,-0.06943076,-0.57997566,S,Fibroblast
cell_2487513,0.53507864,0.5895187,-0.6051103,S,Fibroblast
cell_2487687,-0.4157361,-0.37043267,-0.8306281,G1-G0 transition,Fibroblast
cell_2487864,0.37330776,0.8374476,-0.39915267,G1,Fibroblast
cell_2489039,-0.10730539,-0.99234045,0.061204754,G1,Fibroblast
cell_2489284,0.6591734,0.4333515,-0.61457056,S,Fibroblast
cell_2489869,0.65865016,0.15922397,-0.73540986,G1,Fibroblast
cell_2493137,0.8634847,0.36745638,-0.34549943,S,Fibroblast
cell_2493559,-0.03305208,0.21424967,-0.9762195,G1-G0 transition,Fibroblast
cell_2496063,0.5620646,-0.55291086,-0.61512023,G1,Fibroblast
cell_2497117,0.59647274,0.5420267,0.5919691,S,Fibroblast
cell_2499669,0.64041215,0.76426595,0.0759587,G1,Fibroblast
cell_2501897,0.3509288,0.35726064,-0.8655713,G1,Fibroblast
cell_2502023,-0.5523076,0.81580067,-0.17153816,G1-G0 transition,Fibroblast
cell_2504757,-0.97461146,0.0018161933,0.22389586,G0,Fibroblast
cell_2509032,0.8319662,-0.3257126,0.44915873,S,Fibroblast
cell_2509134,0.1324335,-0.5879925,0.79795116,G2M,Fibroblast
cell_2510563,0.70807976,0.3025088,0.63805294,S,Fibroblast
cell_2512251,-0.21333565,-0.9465138,0.24207371,G1,Fibroblast
cell_2512326,-0.43892765,0.69980854,-0.56356955,G1-G0 transition,Fibroblast
cell_2513031,-0.08065978,-0.6462575,0.7588446,G2M,Fibroblast
cell_2514818,0.096119046,-0.5699544,0.8160349,G2M,Fibroblast
cell_2515528,-0.9180087,0.3947951,-0.03737602,G0,Fibroblast
cell_2515569,-0.7638722,0.63074785,0.13658859,G0,Fibroblast
cell_2515605,-0.96193135,0.26675293,-0.059422202,G0,Fibroblast
cell_2518501,0.87809986,-0.3183832,0.35717326,S,Fibroblast
cell_2518526,-0.04796781,-0.64190155,-0.76528525,G1-G0 transition,Fibroblast
cell_2518599,-0.860864,0.29180664,0.41684783,G0,Fibroblast
cell_2521588,-0.7594713,0.5650108,0.32243785,G0,Fibroblast
cell_2523244,-2.7257753e-05,-0.79272205,0.60958314,G2M,Fibroblast
cell_2524931,0.7914199,0.44041726,-0.42389533,S,Fibroblast
cell_2527022,-0.1297931,-0.9858354,-0.10621853,G1,Fibroblast
cell_2527024,0.98798096,0.09973654,0.11809354,S,Fibroblast
cell_2532079,-0.95187527,0.24208796,-0.18795435,G0,Fibroblast
cell_2533118,-0.003523272,0.46708408,-0.8842059,G1-G0 transition,Fibroblast
cell_2535675,-0.14050512,-0.82226527,-0.5514872,G1,Fibroblast
cell_2538116,-0.8573941,0.22121704,0.46469173,G0,Fibroblast
cell_2538975,-0.44302022,0.75804186,0.47864985,G0,Fibroblast
cell_2539518,-0.37337703,0.5639579,-0.73657376,G1-G0 transition,Fibroblast
cell_2539556,0.4124204,-0.7791536,-0.47204787,G1,Fibroblast
cell_2539990,0.90547466,0.20235491,0.37305254,S,Fibroblast
cell_2540830,-0.42881897,0.7233979,-0.5411189,G0,Fibroblast
cell_2541258,0.56154203,0.3005913,0.7709186,S,Fibroblast
cell_2542770,0.62227553,-0.22848642,0.74871033,S,Fibroblast
cell_2544634,0.50421435,-0.8586002,-0.09259391,G1,Fibroblast
cell_2545345,0.9123576,-0.08367603,0.4007516,S,Fibroblast
cell_2545935,-0.69540006,0.7129177,-0.09037217,G1-G0 transition,Fibroblast
cell_2548127,-0.64077157,0.60048735,-0.47835827,G0,Fibroblast
cell_2548323,-0.56050867,0.81990683,-0.11654478,G0,Fibroblast
cell_2548590,-0.50108904,-0.39983758,-0.7674891,G1-G0 transition,Fibroblast
cell_2550638,0.4109363,0.9055853,0.105103485,S,Fibroblast
cell_2552347,-0.71961135,0.38365415,-0.578765,G1-G0 transition,Fibroblast
cell_2553211,0.1775843,-0.49587452,-0.8500426,G1-G0 transition,Fibroblast
cell_2556177,0.7360281,0.17167282,0.6548215,S,Fibroblast
cell_2556471,0.38488743,-0.59500587,0.7055704,G2M,Fibroblast
cell_2556797,0.44188163,-0.4662163,-0.7664091,S,Fibroblast
cell_2557870,-0.81283903,0.53861845,0.2217721,G0,Fibroblast
cell_2558045,0.09543018,-0.9813875,0.16664839,G1,Fibroblast
cell_2562778,-0.008551386,-0.25820342,-0.9660528,G1-G0 transition,Fibroblast
cell_2563201,-0.6708421,0.74096876,0.030594323,G0,Fibroblast
cell_2563866,-0.94259745,0.2677443,-0.19955763,G1-G0 transition,Fibroblast
cell_2564710,-0.8592174,0.5112246,-0.019869154,G0,Fibroblast
cell_2565365,-0.6213505,0.7789799,0.08434441,G0,Fibroblast
cell_2565994,-0.74388695,-0.09733581,-0.6611792,G1-G0 transition,Fibroblast
cell_2566543,0.5441353,0.33075956,-0.7710479,G1-G0 transition,Fibroblast
cell_2568953,0.009991252,-0.7057864,0.70835423,G2M,Fibroblast
cell_2569300,0.5357388,0.47831643,-0.6958429,G1-G0 transition,Fibroblast
cell_2572331,-0.6875675,0.5226444,0.5040772,G0,Fibroblast
cell_2572798,0.8805566,0.24304934,0.40687466,S,Fibroblast
cell_2572858,0.99436826,0.10527938,0.01216927,S,Fibroblast
cell_2575170,0.6350864,-0.021066505,-0.7721537,G1,Fibroblast
cell_2576855,0.3549713,-0.93484235,0.008073734,G1,Fibroblast
cell_2577550,0.42643815,-0.2731691,-0.8622814,G1,Fibroblast
cell_2578281,0.92642826,-0.0089958,0.37636387,S,Fibroblast
cell_2579692,0.70172423,-0.039063994,0.7113769,S,Fibroblast
cell_2580547,-0.8864984,0.45392355,0.08985531,G0,Fibroblast
cell_2581024,0.5132145,-0.15055849,0.84495145,S,Fibroblast
cell_2582794,0.9083366,0.13310736,0.39649323,S,Fibroblast
cell_2585030,-0.78817856,0.5694638,-0.23342149,G0,Fibroblast
cell_2587147,0.024108373,0.25172222,-0.96749926,G1-G0 transition,Fibroblast
cell_2588386,0.9054151,0.18528345,0.38196024,S,Fibroblast
cell_2588495,0.78401214,0.5034412,-0.36314172,S,Fibroblast
cell_2588775,0.5867429,-0.4810768,-0.65138143,G1,Fibroblast
cell_2589016,0.7190383,-0.18166788,0.67080593,S,Fibroblast
cell_2589570,-0.67775923,0.49893007,-0.54010296,G1-G0 transition,Fibroblast
cell_2590721,0.3876902,-0.9131115,-0.12618868,G1,Fibroblast
cell_2593142,0.8042557,0.5656999,-0.18208925,S,Fibroblast
cell_2593180,0.26001483,-0.6101694,-0.7483886,G1,Fibroblast
cell_2597011,0.7254785,0.020580221,0.687937,S,Fibroblast
cell_2597268,-0.12189861,-0.8315686,-0.5418803,G1-G0 transition,Fibroblast
cell_2597904,0.15572454,-0.21424155,0.96428746,G2M,Fibroblast
cell_2602130,0.9658438,-0.00075180555,0.25912377,S,Fibroblast
cell_2605352,0.46388322,-0.14728929,-0.8735663,G1,Fibroblast
cell_2605656,-0.84245205,0.35694292,0.40356696,G0,Fibroblast
cell_2606861,-0.7124938,0.70152515,0.014671191,G0,Fibroblast
cell_2607097,-0.8372003,0.4585129,-0.29809633,G1-G0 transition,Fibroblast
cell_2607693,0.08215584,-0.9941906,0.06953733,G1,Fibroblast
cell_2607975,-0.2185218,0.10608441,-0.9700486,G1-G0 transition,Fibroblast
cell_2608356,-0.5987805,0.08098887,-0.7968077,G1-G0 transition,Fibroblast
cell_2609226,0.7893872,0.2892692,-0.54147124,S,Fibroblast
cell_2609417,0.9493101,0.3138689,0.01722581,S,Fibroblast
cell_2609798,-0.90678185,0.2905615,0.30548444,G0,Fibroblast
cell_2610323,0.41855326,-0.57548636,0.70258707,G2M,Fibroblast
cell_2611392,-0.9322,0.20249724,-0.2999966,G0,Fibroblast
cell_2611610,0.61012965,0.12733282,-0.7820025,G1,Fibroblast
cell_2613024,0.21373503,-0.94379705,-0.25212017,G1,Fibroblast
cell_2616122,0.9051707,0.14431418,0.39979953,S,Fibroblast
cell_2617802,-0.8558948,0.005879399,0.5171167,G0,Fibroblast
cell_2619397,0.49751937,-0.5459091,0.67413485,G2M,Fibroblast
cell_2620537,0.50365096,0.86384404,-0.01045149,G1,Fibroblast
cell_2620586,-0.6070536,0.6720875,0.4240097,G0,Fibroblast
cell_2622301,-0.923283,0.36573887,0.117403656,G0,Fibroblast
cell_2623779,0.93405515,0.03223831,0.35567096,S,Fibroblast
cell_2630584,0.5727107,0.8111707,-0.11834192,G1,Fibroblast
cell_2632521,-0.94430286,0.07279589,0.32092503,G0,Fibroblast
cell_2635272,-0.80539703,0.30405504,-0.5088085,G1-G0 transition,Fibroblast
cell_2635661,0.7320885,0.47031933,-0.4927944,S,Fibroblast
cell_2636185,-0.85414904,0.40595514,0.3250074,G0,Fibroblast
cell_2637307,0.17908163,-0.65175885,-0.7369804,G1,Fibroblast
cell_2637612,-0.8554379,0.4412495,-0.2711546,G0,Fibroblast
cell_2641724,0.57293195,-0.14950085,0.80585253,S,Fibroblast
cell_2643150,-0.9004627,0.4044915,0.15985443,G0,Fibroblast
cell_2643607,0.3817354,-0.909474,-0.16472697,G1,Fibroblast
cell_2644238,-0.30790845,0.5367619,-0.7855438,G1-G0 transition,Fibroblast
cell_2644785,0.39900246,0.07039637,0.9142435,S,Fibroblast
cell_2646806,0.86217487,-0.20956169,0.4612357,S,Fibroblast
cell_2647369,-0.8288178,0.1606431,-0.5359617,G1-G0 transition,Fibroblast
cell_2647723,0.8304998,0.5077627,-0.22901356,S,Fibroblast
cell_2649079,-0.6062082,0.11153601,-0.78744614,G1-G0 transition,Fibroblast
cell_2649759,0.41601834,-0.6137077,0.67103773,G2M,Fibroblast
cell_2650336,0.9297464,0.33592173,0.15075889,S,Fibroblast
cell_2651259,-0.9925525,0.11138487,0.049326304,G0,Fibroblast
cell_2652271,0.43779618,-0.0679098,-0.8965059,G1,Fibroblast
cell_2654705,0.724843,-0.33213055,-0.603566,S,Fibroblast
cell_2656468,-0.8773658,0.4794266,0.019477092,G0,Fibroblast
cell_2656491,-0.6305885,0.6465725,-0.42930433,G0,Fibroblast
cell_2659264,-0.2935172,-0.5739023,-0.76451534,G1-G0 transition,Fibroblast
cell_2659479,-0.8896728,0.4177425,-0.18431881,G0,Fibroblast
cell_2662344,-0.96957576,0.11573171,0.21570578,G0,Fibroblast
cell_2663682,0.09161349,-0.85533684,-0.50990766,G1,Fibroblast
cell_2663826,0.81232595,0.0958795,0.5752682,S,Fibroblast
cell_2664323,0.68349725,0.30719662,-0.6621644,G1,Fibroblast
cell_2664657,-0.6342301,0.6720907,0.38216016,G0,Fibroblast
cell_2666699,-0.7574235,-0.38767084,-0.52537674,G1-G0 transition,Fibroblast
cell_2670212,-0.74039215,0.54610634,-0.39190233,G1-G0 transition,Fibroblast
cell_2670354,-0.8982302,0.35954338,0.2528063,G0,Fibroblast
cell_2670410,0.4643206,0.76664525,-0.44346523,G1-G0 transition,Fibroblast
cell_2670924,-0.85858,0.5117413,0.03100486,G0,Fibroblast
cell_2671560,0.8641312,0.5032581,0.0029245217,G1,Fibroblast
cell_2672477,-0.2915335,-0.2458058,-0.92443913,G1-G0 transition,Fibroblast
cell_2672674,-0.8262278,0.25652403,0.50154054,G0,Fibroblast
cell_2673266,-0.9705916,0.05951713,0.23325866,G0,Fibroblast
cell_2674308,0.32294884,-0.82595956,-0.46205494,G1,Fibroblast
cell_2674320,0.022186225,-0.70080346,0.7130093,G2M,Fibroblast
cell_2675504,-0.9306296,0.1966937,0.30860975,G0,Fibroblast
cell_2680695,-0.4770595,0.8539436,0.20783253,G0,Fibroblast
cell_2681124,-0.3864196,-0.5420023,-0.74626637,G1-G0 transition,Fibroblast
cell_2682314,-0.75939846,0.6496511,-0.035599656,G0,Fibroblast
cell_2684075,0.5092312,-0.49206328,0.7060858,G2M,Fibroblast
cell_2684342,-0.96180034,0.22916216,-0.14974901,G0,Fibroblast
cell_2685025,0.61805034,0.34990117,-0.70397645,G1,Fibroblast
cell_2686701,-0.96481395,-0.026860015,-0.2615584,G0,Fibroblast
cell_2687073,-0.7245444,0.6892163,-0.0040069507,G0,Fibroblast
cell_2691705,0.5339409,-0.7631424,-0.36403406,S,Fibroblast
cell_2692822,0.681481,0.3612341,-0.63646954,G1,Fibroblast
cell_2693322,0.08191653,-0.97988486,0.18197645,G1,Fibroblast
cell_2694389,-0.82426107,0.43547308,-0.3618795,G1-G0 transition,Fibroblast
cell_2695230,0.62623584,-0.27314118,0.73022085,S,Fibroblast
cell_2695729,0.37837347,0.41490585,-0.82745796,G1,Fibroblast
cell_2696879,-0.6457032,-0.028254354,-0.76306546,G1-G0 transition,Fibroblast
cell_2699266,-0.85739887,-0.19490774,-0.47631732,G1-G0 transition,Fibroblast
cell_2702796,0.03487464,-0.8511282,0.52379817,G2M,Fibroblast
cell_2706501,0.80970234,0.54033834,-0.22894663,S,Fibroblast
cell_2706677,-0.7638052,0.005431709,-0.6454239,G0,Fibroblast
cell_2706829,-0.5122706,0.42185897,0.74807334,G0,Fibroblast
cell_2707699,-0.032841027,-0.7159679,0.6973602,G2M,Fibroblast
cell_2708475,-0.9752157,0.15168385,-0.1610787,G0,Fibroblast
cell_2709200,-0.9243234,0.34782013,0.15699495,G0,Fibroblast
cell_2711960,-0.14614032,0.006534037,-0.9892423,G1-G0 transition,Fibroblast
cell_2713287,-0.62392175,-0.41225135,-0.6639054,G1-G0 transition,Fibroblast
cell_2713488,0.06437411,-0.8765163,0.47704837,G2M,Fibroblast
cell_2714544,-0.1804046,-0.76695037,0.61582565,G2M,Fibroblast
cell_2714557,-0.1962456,-0.94694215,-0.25453532,G1,Fibroblast
cell_2715128,-0.044380236,0.48367074,0.8741241,G0,Fibroblast
cell_2715611,0.15741265,0.056364413,-0.9859231,G1-G0 transition,Fibroblast
cell_2715940,0.99943775,-0.026141876,0.020993266,S,Fibroblast
cell_2716137,-0.7368517,0.5350638,0.41322657,G0,Fibroblast
cell_2720728,0.15312043,-0.5723157,0.8056109,G2M,Fibroblast
cell_2721794,-0.013970667,-0.69168574,-0.72206336,G1,Fibroblast
cell_2723209,0.4528571,-0.7755182,-0.4398772,G1,Fibroblast
cell_2724137,0.36347497,-0.89605683,-0.25488895,G1,Fibroblast
cell_2724388,-0.48823467,-0.39334723,-0.77904093,G1-G0 transition,Fibroblast
cell_2724413,0.8079365,0.58467674,0.07342822,G1,Fibroblast
cell_2726783,-0.95926064,0.27820018,-0.049231745,G0,Fibroblast
cell_2728054,-0.72160673,0.6880361,0.07674788,G0,Fibroblast
cell_2730686,0.2729021,-0.09692823,0.95714647,S,Fibroblast
cell_2732205,0.6324236,0.442149,-0.63603836,G1,Fibroblast
cell_2732681,-0.3962766,0.9159598,0.06310812,G0,Fibroblast
cell_2733376,-0.91265136,0.21539034,0.34738252,G0,Fibroblast
cell_2733889,-0.20253684,0.036239747,-0.9786038,G1-G0 transition,Fibroblast
cell_2734127,0.2801778,-0.95083,0.13199517,G2M,Fibroblast
cell_2735789,-0.6698969,0.7013675,0.2435602,G0,Fibroblast
cell_2739383,-0.9905405,-0.10318105,0.09046069,G0,Fibroblast
cell_2740930,0.05796546,-0.84268194,-0.5352823,G1,Fibroblast
cell_2742763,-0.85129684,-0.12200472,-0.51030225,G1-G0 transition,Fibroblast
cell_2743111,-0.37330478,0.9005484,-0.22283588,G0,Fibroblast
cell_2744026,-0.6732467,0.73799366,-0.045872428,G1-G0 transition,Fibroblast
cell_2744292,0.9866711,-0.098989375,0.1291565,S,Fibroblast
cell_2744567,-0.35445508,0.9101127,0.21460767,G0,Fibroblast
cell_2745448,-0.9718405,0.16100767,0.17205426,G0,Fibroblast
cell_2748941,0.9537129,0.2938321,-0.063988104,S,Fibroblast
cell_2749379,0.8782582,0.28151047,0.3865413,S,Fibroblast
cell_2749750,0.9053975,0.12095906,0.40696946,S,Fibroblast
cell_2750491,-0.649837,0.31445915,0.6919734,G0,Fibroblast
cell_2751021,-0.75720125,0.59547347,-0.26843524,G0,Fibroblast
cell_2751043,0.98514694,0.14061783,-0.09855002,S,Fibroblast
cell_2751089,-0.7122893,0.21578918,-0.66789144,G0,Fibroblast
cell_2751468,0.56430733,-0.31680718,-0.76235837,S,Fibroblast
cell_2752423,0.2715591,-0.40631723,0.87244594,G2M,Fibroblast
cell_2755451,0.83817476,-0.07827213,0.539756,S,Fibroblast
cell_2755900,0.7102009,0.65601075,-0.25546938,G1,Fibroblast
cell_2757277,0.13058354,-0.6796132,0.72185457,G2M,Fibroblast
cell_2758119,-0.93768704,0.20160276,0.28301817,G0,Fibroblast
cell_2758197,-0.94460976,0.20261171,0.25818747,G0,Fibroblast
cell_2759620,0.2618708,-0.7046175,0.6594983,G2M,Fibroblast
cell_2760841,0.13444023,-0.5305086,-0.8369507,G1,Fibroblast
cell_2762737,-0.5850271,0.8093095,0.05254906,G0,Fibroblast
