cell_id,dim1,dim2,dim3,library,phase,fucci_time_hrs
SRR11286463,0.27938655,0.655846,0.701291,U2OS,G1,5.747858
SRR11286464,-0.6160035,0.03774418,-0.7868385999999999,U2OS,G1-G0 transition,7.629899999999999
SRR11286465,0.44023886,-0.71325904,0.545391,U2OS,G2M,19.176482
SRR11286466,0.9289054,-0.36743796,-0.04608619,U2OS,G2M,17.014677000000002
SRR11286467,-0.84152025,0.25696610000000003,0.4751970999999999,U2OS,G1-G0 transition,0.813856
SRR11286468,0.9484658000000001,-0.30298758,0.09279611,U2OS,G2M,23.525525
SRR11286469,0.6061029,0.7805917,0.15269521,U2OS,S,9.15588
SRR11286470,0.37038574,-0.84227455,0.39164773,U2OS,G2M,20.549864000000003
SRR11286471,0.7479908000000001,-0.5651656999999999,-0.34799084,U2OS,S,15.056335999999998
SRR11286472,0.8241558000000001,0.5180144,-0.22897266,U2OS,S,10.961623
SRR11286475,0.36368653,-0.81152743,0.4573349,U2OS,G2M,22.279308
SRR11286476,-0.27171648,0.40263426,0.8741029,U2OS,G1,3.9166819999999998
SRR11286477,0.9992315,0.03675954,0.0136074405,U2OS,S,14.623974999999998
SRR11286478,-0.8855829,0.4259962000000001,0.18512219,U2OS,G1-G0 transition,2.848496
SRR11286479,0.44350708,0.6100858,-0.6565797,U2OS,S,8.570921
SRR11286480,0.9609989999999999,-0.19032982,0.20063764,U2OS,G2M,23.65269
SRR11286482,-0.7664850000000001,0.4943366,0.41003898,U2OS,G1-G0 transition,2.4924340000000003
SRR11286483,-0.8483673,-0.04048797,-0.5278576,U2OS,G1-G0 transition,2.4670009999999998
SRR11286484,0.40179855,-0.8468476,0.34843525,U2OS,G2M,24.898907
SRR11286485,-0.31109652,0.5518163,0.77376866,U2OS,G1,3.4588880000000004
SRR11286486,0.98502344,0.15417135,0.07719981,U2OS,G2M,22.406473000000002
SRR11286487,0.40976173,0.8702943000000001,0.27328244,U2OS,G1,3.331723
SRR11286489,-0.45210373,0.59591174,0.66369534,U2OS,G1,3.05196
SRR11286490,0.82942075,-0.024478257000000003,-0.55808777,U2OS,S,10.300365
SRR11286491,0.77228373,-0.598459,0.21313037,U2OS,G2M,18.794987
SRR11286492,-0.9444958000000001,0.22284020000000002,-0.24139175,U2OS,G1-G0 transition,4.959435
SRR11286493,0.7030158000000001,-0.61215466,0.36198804,U2OS,G2M,24.822608
SRR11286494,0.22582676,0.9734289,0.03792517,U2OS,G1,8.011395
SRR11286495,0.30387828,0.14165452,0.94212097,U2OS,G1,1.042753
SRR11286496,0.34911970000000003,-0.8061856,0.47768214,U2OS,G2M,20.168369000000002
SRR11286497,0.9141389000000001,-0.31193972,-0.25892800000000005,U2OS,S,15.437831
SRR11286498,0.7982264,0.35708413,-0.4851038,U2OS,S,11.037922
SRR11286499,0.97247875,0.15419000000000002,-0.17467204,U2OS,G2M,24.186783
SRR11286500,0.91163987,-0.4042735,-0.073997706,U2OS,G2M,24.898907
SRR11286502,0.9206184000000001,-0.35885370000000005,0.153902,U2OS,G2M,22.279308
SRR11286504,0.76430064,0.6103108,-0.20824291,U2OS,S,9.791705
SRR11286505,0.7803104999999999,0.012461028,-0.6252681,U2OS,S,11.139654
SRR11286506,0.21707168,-0.085187495,0.9724315,U2OS,G1,1.805743
SRR11286507,-0.47899179999999997,0.21878876,0.85011667,U2OS,G1,1.3733819999999999
SRR11286508,0.73160356,0.35967064,-0.5791314000000001,U2OS,S,9.715406
SRR11286509,0.99119425,-0.13225465,-0.006540125,U2OS,G2M,22.075844
SRR11286510,0.97643757,-0.110729046,-0.18522662,U2OS,S,13.962717000000001
