,Feature,Class,AbsoluteSHAPValue
4193,RFLNA,G2M,0.00013828961388381668
4194,RFLNA,S,0.00027717393723071797
4195,RGCC,G0,0.001983369286350145
4196,RGCC,G1,0.0010383848250566864
4197,RGCC,G1-G0 transition,0.001211231953531679
4198,RGCC,G2M,0.0003704032284852682
4199,RGCC,S,0.0006590465020848814
4200,RGS14,G0,0.000223085849959625
4201,RGS14,G1,0.0006594890189730805
4202,RGS14,G1-G0 transition,0.0005599879965759183
4203,RGS14,G2M,0.0002014923375738218
4204,RGS14,S,0.0003325156141521704
4205,RGS16,G0,0.0006241668705369204
4206,RGS16,G1,0.0006842003712016057
4207,RGS16,G1-G0 transition,0.0007020815800558164
4208,RGS16,G2M,0.00021390453996775785
4209,RGS16,S,0.0002752284482734586
4210,RHBDL3,G0,0.0002931094929888529
4211,RHBDL3,G1,0.0005528896381635425
4212,RHBDL3,G1-G0 transition,0.000760667099976174
4213,RHBDL3,G2M,0.00020118580826492078
4214,RHBDL3,S,0.0002944711462607903
4215,RHOV,G0,0.0008091997335165131
4216,RHOV,G1,0.0015678707371004363
4217,RHOV,G1-G0 transition,0.0007921930980771584
4218,RHOV,G2M,0.00043041628001405977
4219,RHOV,S,0.00029004474655111963
4220,RIIAD1,G0,0.00044063394778777655
4221,RIIAD1,G1,0.0007187905823061523
4222,RIIAD1,G1-G0 transition,0.0006778006601591304
4223,RIIAD1,G2M,0.00020121896903579803
4224,RIIAD1,S,0.0002947887419658494
4225,RIMS1,G0,0.0003415906382178113
4226,RIMS1,G1,0.0007632019566603624
4227,RIMS1,G1-G0 transition,0.0005007964610568111
4228,RIMS1,G2M,0.00017206813873307946
4229,RIMS1,S,0.0002747526901976969
4230,RINL,G0,0.00027934057134542273
4231,RINL,G1,0.0006841825894975769
4232,RINL,G1-G0 transition,0.0005389534220648327
4233,RINL,G2M,0.00018862030043207136
4234,RINL,S,0.0002863307383765854
4235,RIPOR2,G0,0.0001917492182748898
4236,RIPOR2,G1,0.000508326966205548
4237,RIPOR2,G1-G0 transition,0.000635768092393032
4238,RIPOR2,G2M,0.00018967699625482165
4239,RIPOR2,S,0.0002286098327730426
4240,RIPPLY3,G0,0.00020040881041466738
4241,RIPPLY3,G1,0.00045212449049091187
4242,RIPPLY3,G1-G0 transition,0.0005312622733154314
4243,RIPPLY3,G2M,0.00019353424544715
4244,RIPPLY3,S,0.0003835108821775887
4245,RMI2,G0,0.00033868231238981213
4246,RMI2,G1,0.0006304833412875533
4247,RMI2,G1-G0 transition,0.0004870135990413225
4248,RMI2,G2M,0.0002785789876028039
4249,RMI2,S,0.0003225997275460542
4250,RND1,G0,0.0002949934440682161
4251,RND1,G1,0.000456235691306021
4252,RND1,G1-G0 transition,0.0004960115262398396
4253,RND1,G2M,0.0001933820067632389
4254,RND1,S,0.00035037139942790653
4255,RNF112,G0,0.0003190038199743778
4256,RNF112,G1,0.0006037236925730984
4257,RNF112,G1-G0 transition,0.0005188669742413007
4258,RNF112,G2M,0.000130012645312664
4259,RNF112,S,0.00031283760904967923
4260,RNF128,G0,0.0002664129839294816
4261,RNF128,G1,0.0005499157560211403
4262,RNF128,G1-G0 transition,0.0006757386337726824
4263,RNF128,G2M,0.00018975138438372593
4264,RNF128,S,0.000264760677976449
4265,RNF144A,G0,0.0002803296038057069
4266,RNF144A,G1,0.0007058768906934315
4267,RNF144A,G1-G0 transition,0.0006419883405625065
4268,RNF144A,G2M,0.0002522072259667485
4269,RNF144A,S,0.0004803905193086981
4270,RNF150,G0,0.0002992990696696625
4271,RNF150,G1,0.0005797180730812666
4272,RNF150,G1-G0 transition,0.0005118105971761958
4273,RNF150,G2M,0.00022251017386563062
4274,RNF150,S,0.00029861953249642426
4275,RNU4-2,G0,0.00026455733577091596
4276,RNU4-2,G1,0.0005406691783160865
4277,RNU4-2,G1-G0 transition,0.0004559376114684458
4278,RNU4-2,G2M,0.00017708942951952694
4279,RNU4-2,S,0.00023290113640582838
4280,RPRML,G0,0.0002027042045838227
4281,RPRML,G1,0.0005594944379361373
4282,RPRML,G1-G0 transition,0.0005642465800546926
4283,RPRML,G2M,0.00021836692085442082
4284,RPRML,S,0.00032135912289859794
4285,RRM2,G0,0.01057862043583187
4286,RRM2,G1,0.0011863811195806301
4287,RRM2,G1-G0 transition,0.006838580163450988
4288,RRM2,G2M,0.0005400452843306043
4289,RRM2,S,0.005630780575372654
4290,RSPH4A,G0,0.00016675181995753167
4291,RSPH4A,G1,0.0005869652632573358
4292,RSPH4A,G1-G0 transition,0.0005753096955573988
4293,RSPH4A,G2M,0.0001233260521087771
4294,RSPH4A,S,0.00027470618523238075
4295,RSPO3,G0,0.00023308101789432862
4296,RSPO3,G1,0.0007453123647179798
4297,RSPO3,G1-G0 transition,0.00045071186679919645
4298,RSPO3,G2M,0.00023811180306196136
4299,RSPO3,S,0.0003070435737893396
4300,RTL4,G0,0.0002740548613905972
4301,RTL4,G1,0.0005155945158315025
4302,RTL4,G1-G0 transition,0.0006954150156065727
4303,RTL4,G2M,0.00026666683657564685
4304,RTL4,S,0.0002080130778821447
4305,RTP4,G0,0.00032890906087924913
4306,RTP4,G1,0.0006270676525165128
4307,RTP4,G1-G0 transition,0.0005574413871094239
4308,RTP4,G2M,0.00017514550991070538
4309,RTP4,S,0.00029199882440435784
4310,S100A1,G0,0.00040418102038392083
4311,S100A1,G1,0.0006242436539515881
4312,S100A1,G1-G0 transition,0.0008161816673091252
4313,S100A1,G2M,0.0001941052361831138
4314,S100A1,S,0.00021411176280310406
4315,S100A14,G0,0.00026667558188682124
4316,S100A14,G1,0.0006333059874198474
4317,S100A14,G1-G0 transition,0.0004511557674523008
4318,S100A14,G2M,0.00013587957211372355
4319,S100A14,S,0.00027840380459099716
4320,S100G,G0,0.0002950489471439184
4321,S100G,G1,0.0005627025736913244
4322,S100G,G1-G0 transition,0.0006413293671353539
4323,S100G,G2M,0.00017398749818741015
4324,S100G,S,0.0003394315065494249
4325,SAMD15,G0,0.000312664790868508
4326,SAMD15,G1,0.0006759250330756415
4327,SAMD15,G1-G0 transition,0.0005368410436951663
4328,SAMD15,G2M,0.00015787765526014083
4329,SAMD15,S,0.0003277315233351611
4330,SAMD5,G0,0.0002706054551050117
4331,SAMD5,G1,0.0006433879339745545
4332,SAMD5,G1-G0 transition,0.0005879883621718046
4333,SAMD5,G2M,0.00023577517649844875
4334,SAMD5,S,0.00031988005734201995
4335,SAP25,G0,0.0002130073794569429
4336,SAP25,G1,0.0006171573142955538
4337,SAP25,G1-G0 transition,0.0006762385554327728
4338,SAP25,G2M,0.00020134591616759946
4339,SAP25,S,0.00027470460824800005
4340,SAPCD2,G0,0.0010154876460729777
4341,SAPCD2,G1,0.0010837589236660102
4342,SAPCD2,G1-G0 transition,0.0009912751308271547
4343,SAPCD2,G2M,0.00033105557571750836
4344,SAPCD2,S,0.0005959398348121919
4345,SAXO2,G0,0.00024208957784110785
4346,SAXO2,G1,0.0006847262549897952
4347,SAXO2,G1-G0 transition,0.000579484241055262
4348,SAXO2,G2M,0.000194137586100599
4349,SAXO2,S,0.0002896376181246855
4350,SCHIP1,G0,0.00022503252734868827
4351,SCHIP1,G1,0.0006478621879349747
4352,SCHIP1,G1-G0 transition,0.0005117981631764987
4353,SCHIP1,G2M,0.00018524366100650341
4354,SCHIP1,S,0.00027488195096307954
4355,SCN3A,G0,0.0002724282811134818
4356,SCN3A,G1,0.0006382184330254764
4357,SCN3A,G1-G0 transition,0.0005187276667071264
4358,SCN3A,G2M,0.0002736459173216867
4359,SCN3A,S,0.00030856499775671725
4360,SCN3B,G0,0.00022772609857539216
4361,SCN3B,G1,0.000568658291732891
4362,SCN3B,G1-G0 transition,0.0005055105435232795
4363,SCN3B,G2M,0.00015868733698199406
4364,SCN3B,S,0.0002959372876508687
4365,SCUBE2,G0,0.00017489403815331626
4366,SCUBE2,G1,0.0007137273742541808
4367,SCUBE2,G1-G0 transition,0.000528258671622414
4368,SCUBE2,G2M,0.00030665495069181554
4369,SCUBE2,S,0.0002285728437727477
4370,SCUBE3,G0,0.0003265353937584807
4371,SCUBE3,G1,0.0006093245177852304
4372,SCUBE3,G1-G0 transition,0.0005424308893412073
4373,SCUBE3,G2M,0.00022997087727125482
4374,SCUBE3,S,0.00023999818978910343
4375,SCX,G0,0.0003141553146717524
4376,SCX,G1,0.0006908184691048621
4377,SCX,G1-G0 transition,0.0009398402539907628
4378,SCX,G2M,0.00021126069093511756
4379,SCX,S,0.0003409578543217484
4380,SEC16B,G0,0.00021292947471032646
4381,SEC16B,G1,0.0006136141461698783
4382,SEC16B,G1-G0 transition,0.0005986149248769258
4383,SEC16B,G2M,0.0002457591035227698
4384,SEC16B,S,0.00028695216877316573
4385,SELENBP1,G0,0.00031074403165744094
4386,SELENBP1,G1,0.0006150967806901347
4387,SELENBP1,G1-G0 transition,0.000786150246855309
4388,SELENBP1,G2M,0.0002278376641218867
4389,SELENBP1,S,0.0002748426975353692
4390,SEMA3C,G0,0.00039188909803187713
4391,SEMA3C,G1,0.0006243554049826715
4392,SEMA3C,G1-G0 transition,0.0005042510528425289
4393,SEMA3C,G2M,0.0002087729162841271
4394,SEMA3C,S,0.00033196292274940774
4395,SEMA6D,G0,0.00041287117954658245
4396,SEMA6D,G1,0.0006139913637837513
4397,SEMA6D,G1-G0 transition,0.0006946761117190221
4398,SEMA6D,G2M,0.00025846571745163335
4399,SEMA6D,S,0.00026271298917919983
4400,SERPINB9,G0,0.00021744732374442906
4401,SERPINB9,G1,0.0005628999467864635
4402,SERPINB9,G1-G0 transition,0.0006014023898607746
4403,SERPINB9,G2M,0.0002686269097638785
4404,SERPINB9,S,0.0003508243471638992
4405,SERPING1,G0,0.0016773633686824442
4406,SERPING1,G1,0.0010596554075156972
4407,SERPING1,G1-G0 transition,0.001102729253093956
4408,SERPING1,G2M,0.00021216176991317127
4409,SERPING1,S,0.0006057532411541991
4410,SFTPD,G0,0.00026225591104345886
4411,SFTPD,G1,0.0006564032163435357
4412,SFTPD,G1-G0 transition,0.00046803564870575616
4413,SFTPD,G2M,0.00021796348004290668
4414,SFTPD,S,0.00028548901658299213
4415,SGCA,G0,0.0003025229499052238
4416,SGCA,G1,0.0004950259431845843
4417,SGCA,G1-G0 transition,0.0005778896394056973
4418,SGCA,G2M,0.00020433310404672803
4419,SGCA,S,0.0002902459721905782
4420,SGCD,G0,0.00046510548762078614
4421,SGCD,G1,0.0006184928235480339
4422,SGCD,G1-G0 transition,0.0007370333334198029
4423,SGCD,G2M,0.00014884905605725622
4424,SGCD,S,0.0003006627795235767
4425,SGCZ,G0,0.0002625929178375732
4426,SGCZ,G1,0.0005640858306799707
4427,SGCZ,G1-G0 transition,0.0005489003834863439
4428,SGCZ,G2M,0.00017493742035266807
4429,SGCZ,S,0.0002844007651738
4430,SGIP1,G0,0.0037079074002379724
4431,SGIP1,G1,0.0014414537790997262
4432,SGIP1,G1-G0 transition,0.002382799934067645
4433,SGIP1,G2M,0.0002785181037343562
4434,SGIP1,S,0.0006769951761057569
4435,SGO1,G0,0.0004651856357186657
4436,SGO1,G1,0.0008871915576620961
4437,SGO1,G1-G0 transition,0.002371058961411682
4438,SGO1,G2M,0.0009599303787928549
4439,SGO1,S,0.0009731325970861613
4440,SGO2,G0,0.001215033645682326
4441,SGO2,G1,0.0008949835672683853
4442,SGO2,G1-G0 transition,0.0029488599189858426
4443,SGO2,G2M,0.0006008556906884317
4444,SGO2,S,0.000865773909600855
4445,SH3RF2,G0,0.0007155914017107004
4446,SH3RF2,G1,0.0007416433700354009
4447,SH3RF2,G1-G0 transition,0.0008170672594013521
4448,SH3RF2,G2M,0.0006303537717982486
4449,SH3RF2,S,0.00045049727290452234
4450,SHF,G0,0.0015352819802219979
4451,SHF,G1,0.0009922822003013635
4452,SHF,G1-G0 transition,0.0010908779280461376
4453,SHF,G2M,0.00022578002061666047
4454,SHF,S,0.0006771914029398123
4455,SHISAL2B,G0,0.00031046526098283165
4456,SHISAL2B,G1,0.0005979761986400781
4457,SHISAL2B,G1-G0 transition,0.0006271297903614688
4458,SHISAL2B,G2M,0.00024134989953257548
4459,SHISAL2B,S,0.00024382132677934257
4460,SHROOM4,G0,0.00025736969174699575
4461,SHROOM4,G1,0.0005158760909792231
4462,SHROOM4,G1-G0 transition,0.000673063410530848
4463,SHROOM4,G2M,0.0001422699757643466
4464,SHROOM4,S,0.00033070989645951393
4465,SKAP1,G0,0.0002648783262096426
4466,SKAP1,G1,0.0005447946898197384
4467,SKAP1,G1-G0 transition,0.0005798703558458914
4468,SKAP1,G2M,0.00024800184872481187
4469,SKAP1,S,0.00021878763618969025
4470,SLBP,G0,0.0015722790322677596
4471,SLBP,G1,0.0017446734541390631
4472,SLBP,G1-G0 transition,0.0010579795938665966
4473,SLBP,G2M,0.0013642868901053635
4474,SLBP,S,0.0011462031653618615
4475,SLC10A5,G0,0.00027450139447927565
4476,SLC10A5,G1,0.0005760178260321371
4477,SLC10A5,G1-G0 transition,0.0006478843480668588
4478,SLC10A5,G2M,0.00014097080924248859
4479,SLC10A5,S,0.0003124850559057533
4480,SLC11A1,G0,0.0003054088013024716
4481,SLC11A1,G1,0.0005868448101561898
4482,SLC11A1,G1-G0 transition,0.0005087065917739194
4483,SLC11A1,G2M,0.00020530668754874313
4484,SLC11A1,S,0.0003080133788506605
4485,SLC12A5,G0,0.00024131326959343205
4486,SLC12A5,G1,0.0005634297127489815
4487,SLC12A5,G1-G0 transition,0.0004809990236474424
4488,SLC12A5,G2M,0.00019053646707955637
4489,SLC12A5,S,0.00021162441077742804
4490,SLC14A1,G0,0.00037582683005613776
4491,SLC14A1,G1,0.0005180883777738457
4492,SLC14A1,G1-G0 transition,0.0006190300374758841
4493,SLC14A1,G2M,0.00021081389740808596
4494,SLC14A1,S,0.00024327356447231127
4495,SLC14A2,G0,0.00016020452367435128
4496,SLC14A2,G1,0.0007823160648575184
4497,SLC14A2,G1-G0 transition,0.0006112368386368056
4498,SLC14A2,G2M,0.00017865979373063833
4499,SLC14A2,S,0.0002752974290528257
4500,SLC15A2,G0,0.0004491656521675196
4501,SLC15A2,G1,0.0006146683410866749
4502,SLC15A2,G1-G0 transition,0.0008834887891399142
4503,SLC15A2,G2M,0.00017781526855202684
4504,SLC15A2,S,0.00034246291786095226
4505,SLC16A10,G0,0.00036675408565034647
4506,SLC16A10,G1,0.0006130125927769744
4507,SLC16A10,G1-G0 transition,0.0008358341204913162
4508,SLC16A10,G2M,0.00025643937091694144
4509,SLC16A10,S,0.0003492046596857836
4510,SLC1A1,G0,0.00021005227493451985
4511,SLC1A1,G1,0.0005505918202250011
4512,SLC1A1,G1-G0 transition,0.000528449837525681
4513,SLC1A1,G2M,0.0001421390105556773
4514,SLC1A1,S,0.00018151460444286357
4515,SLC1A2,G0,0.00034088717319471427
4516,SLC1A2,G1,0.0006588375033309135
4517,SLC1A2,G1-G0 transition,0.0005120944568984476
4518,SLC1A2,G2M,0.0001366768763432232
4519,SLC1A2,S,0.00027011131405522124
4520,SLC22A13,G0,0.00025388695643015875
4521,SLC22A13,G1,0.0006520699243819106
4522,SLC22A13,G1-G0 transition,0.0006924310690602233
4523,SLC22A13,G2M,0.000272452326380473
4524,SLC22A13,S,0.0003155570674834716
4525,SLC22A18,G0,0.0007225716899848854
4526,SLC22A18,G1,0.000636112066534395
4527,SLC22A18,G1-G0 transition,0.0006499489101542864
4528,SLC22A18,G2M,0.00033983110407615467
4529,SLC22A18,S,0.0007029443142766938
4530,SLC24A2,G0,0.0002459205106002117
4531,SLC24A2,G1,0.0004399753509984989
4532,SLC24A2,G1-G0 transition,0.0006238484020668037
4533,SLC24A2,G2M,8.7394378840875e-05
4534,SLC24A2,S,0.00028207556872722884
4535,SLC25A18,G0,0.00024536476396888666
4536,SLC25A18,G1,0.0006888305644718479
4537,SLC25A18,G1-G0 transition,0.0005207002775602598
4538,SLC25A18,G2M,0.0002613666951914186
4539,SLC25A18,S,0.00026049133122277746
4540,SLC26A1,G0,0.0003129991801503641
4541,SLC26A1,G1,0.0007103247608666567
4542,SLC26A1,G1-G0 transition,0.0005634817366371617
4543,SLC26A1,G2M,0.00029391860844402726
4544,SLC26A1,S,0.0003289862617454325
4545,SLC26A11,G0,0.0004443911496942637
4546,SLC26A11,G1,0.0005171387964643788
4547,SLC26A11,G1-G0 transition,0.0007037711055722114
4548,SLC26A11,G2M,0.00021195555779572885
4549,SLC26A11,S,0.00035955582904466317
4550,SLC26A4,G0,0.00026922272886636045
4551,SLC26A4,G1,0.0006166542157768716
4552,SLC26A4,G1-G0 transition,0.0005921214467819962
4553,SLC26A4,G2M,0.00016112595167443574
4554,SLC26A4,S,0.0002534381129793115
4555,SLC26A8,G0,0.00022825974965994217
4556,SLC26A8,G1,0.00047841745363910346
4557,SLC26A8,G1-G0 transition,0.0005508271221091987
4558,SLC26A8,G2M,0.00016750578988405652
4559,SLC26A8,S,0.00022245655915038823
4560,SLC2A12,G0,0.0004207607603994301
4561,SLC2A12,G1,0.000613188889501927
4562,SLC2A12,G1-G0 transition,0.000530146971510211
4563,SLC2A12,G2M,0.00019784619985230704
4564,SLC2A12,S,0.000310536589839364
4565,SLC43A2,G0,0.0002451522931273537
4566,SLC43A2,G1,0.0005994708785759889
4567,SLC43A2,G1-G0 transition,0.000602933827777901
4568,SLC43A2,G2M,0.00022696823496245897
4569,SLC43A2,S,0.00035808693048389054
4570,SLC44A4,G0,0.00025919697619045795
4571,SLC44A4,G1,0.0006903736667863804
4572,SLC44A4,G1-G0 transition,0.000537254419863507
4573,SLC44A4,G2M,0.00020350170417979155
4574,SLC44A4,S,0.0004042804724439837
4575,SLC45A1,G0,0.00023964041056891475
4576,SLC45A1,G1,0.0005292451543963758
4577,SLC45A1,G1-G0 transition,0.0005687160553286134
4578,SLC45A1,G2M,0.00020378919846017335
4579,SLC45A1,S,0.00026450937160182446
4580,SLC49A3,G0,0.0002518790383004978
4581,SLC49A3,G1,0.0006418370486863654
4582,SLC49A3,G1-G0 transition,0.000559605329251197
4583,SLC49A3,G2M,0.00023350244814597987
4584,SLC49A3,S,0.0003573830108705491
4585,SLC6A17,G0,0.00022112547655549273
4586,SLC6A17,G1,0.0005102448283579622
4587,SLC6A17,G1-G0 transition,0.0005779952265149388
4588,SLC6A17,G2M,0.0002614543497775026
4589,SLC6A17,S,0.00032287152716757133
4590,SLC7A3,G0,0.0
4591,SLC7A3,G1,0.0
4592,SLC7A3,G1-G0 transition,0.0
4593,SLC7A3,G2M,0.0
4594,SLC7A3,S,0.0
4595,SLC7A8,G0,0.00030372064561102606
4596,SLC7A8,G1,0.0005776321701299801
4597,SLC7A8,G1-G0 transition,0.0006686620790531617
4598,SLC7A8,G2M,0.00028384936194224855
4599,SLC7A8,S,0.00027302371663889916
4600,SLFN11,G0,0.0011948827197238495
4601,SLFN11,G1,0.0008274454175539995
4602,SLFN11,G1-G0 transition,0.0010003273718005158
4603,SLFN11,G2M,0.0003513147347337111
4604,SLFN11,S,0.0003552899328018168
4605,SLIT1,G0,0.00017318693939398565
4606,SLIT1,G1,0.0006849481270743922
4607,SLIT1,G1-G0 transition,0.0006865178331819883
4608,SLIT1,G2M,0.00020525229185917442
4609,SLIT1,S,0.00026005795221049134
4610,SLITRK6,G0,0.00024119706723163483
4611,SLITRK6,G1,0.0005870083179672295
4612,SLITRK6,G1-G0 transition,0.0006073845272246901
4613,SLITRK6,G2M,0.00028146773785656305
4614,SLITRK6,S,0.0001936882173425588
4615,SMC1B,G0,0.0001721123796921847
4616,SMC1B,G1,0.00046204262020727694
4617,SMC1B,G1-G0 transition,0.0006279199800077036
4618,SMC1B,G2M,0.0002057355939225568
4619,SMC1B,S,0.0002625355299427609
4620,SMIM31,G0,0.00021406893976265302
4621,SMIM31,G1,0.000522273607757527
4622,SMIM31,G1-G0 transition,0.0004902501106898348
4623,SMIM31,G2M,0.0002652053111604005
4624,SMIM31,S,0.00027924541516860405
4625,SMIM38,G0,0.0002704189561706169
4626,SMIM38,G1,0.0006520566815840408
4627,SMIM38,G1-G0 transition,0.0005418160879543121
4628,SMIM38,G2M,0.00018808025278516807
4629,SMIM38,S,0.0002620145965466132
4630,SMIM43,G0,0.00032550052482994426
4631,SMIM43,G1,0.0007995225442584724
4632,SMIM43,G1-G0 transition,0.0007419233551177585
4633,SMIM43,G2M,0.00025117119672543364
4634,SMIM43,S,0.0004043219009095432
4635,SMO,G0,0.000343832901473168
4636,SMO,G1,0.0007850222934178265
4637,SMO,G1-G0 transition,0.0006920766359009204
4638,SMO,G2M,0.0003180022791856955
4639,SMO,S,0.0003138396307506952
4640,SNAI1,G0,0.0002634712948685982
4641,SNAI1,G1,0.0007571849908514605
4642,SNAI1,G1-G0 transition,0.0006322735430061928
4643,SNAI1,G2M,0.00026898273685536125
4644,SNAI1,S,0.0004832399015012083
4645,SNAI3,G0,0.00029487328437591883
4646,SNAI3,G1,0.0007138385480180098
4647,SNAI3,G1-G0 transition,0.0005146795658580961
4648,SNAI3,G2M,0.00026259954011966175
4649,SNAI3,S,0.00032517896878344785
4650,SNAP25,G0,0.00019646195426341028
4651,SNAP25,G1,0.0005534921024428642
4652,SNAP25,G1-G0 transition,0.0005306775778778939
4653,SNAP25,G2M,0.00013022051766616407
4654,SNAP25,S,0.0002958740430734241
4655,SNCB,G0,0.00020496937313640507
4656,SNCB,G1,0.00047601735021383327
4657,SNCB,G1-G0 transition,0.0006472075105199714
4658,SNCB,G2M,0.00021166953148543186
4659,SNCB,S,0.0002633868079919954
4660,SNCG,G0,0.000854452212936727
4661,SNCG,G1,0.0006862615036617297
4662,SNCG,G1-G0 transition,0.0009422951943312944
4663,SNCG,G2M,0.00024931877560638386
4664,SNCG,S,0.00046310985827815006
4665,SNTG1,G0,0.0002716008257809953
4666,SNTG1,G1,0.0006475963031217663
4667,SNTG1,G1-G0 transition,0.0006461719097065283
4668,SNTG1,G2M,0.00021142479993936918
4669,SNTG1,S,0.0003216999561796928
4670,SNX31,G0,0.0002796718857993898
4671,SNX31,G1,0.0006424309758105302
4672,SNX31,G1-G0 transition,0.0005766225314980762
4673,SNX31,G2M,0.0003375637311491036
4674,SNX31,S,0.00032684165080500496
4675,SOCS1,G0,0.0005016916487781144
4676,SOCS1,G1,0.0007715105149283376
4677,SOCS1,G1-G0 transition,0.0006502787653362259
4678,SOCS1,G2M,0.00030148485686567973
4679,SOCS1,S,0.0003084908590762952
4680,SOCS2,G0,0.0003995659727183389
4681,SOCS2,G1,0.0006320032868147934
4682,SOCS2,G1-G0 transition,0.0008013226221328741
4683,SOCS2,G2M,0.00035781440523441213
4684,SOCS2,S,0.0003031205940337638
4685,SOGA3,G0,0.00032386718057879875
4686,SOGA3,G1,0.0006464282609772985
4687,SOGA3,G1-G0 transition,0.000544629551250156
4688,SOGA3,G2M,0.0002014756716949253
4689,SOGA3,S,0.0002229705423345758
4690,SOSTDC1,G0,0.00026098663200332375
4691,SOSTDC1,G1,0.0005872107130969399
4692,SOSTDC1,G1-G0 transition,0.0007737102707809835
4693,SOSTDC1,G2M,0.00022622925518272423
4694,SOSTDC1,S,0.00032352072395487645
4695,SOX30,G0,0.0
4696,SOX30,G1,0.0
4697,SOX30,G1-G0 transition,0.0
4698,SOX30,G2M,0.0
4699,SOX30,S,0.0
4700,SOX5,G0,0.0005069948838651116
4701,SOX5,G1,0.0006346935178251961
4702,SOX5,G1-G0 transition,0.0007445138264325658
4703,SOX5,G2M,0.00024722005692502446
4704,SOX5,S,0.00035136723650124627
4705,SOX6,G0,0.0006015887694723809
4706,SOX6,G1,0.0006479554716891638
4707,SOX6,G1-G0 transition,0.0009711465839095344
4708,SOX6,G2M,0.0001735690211807936
4709,SOX6,S,0.00031912971990392394
4710,SPAG5,G0,0.0006208934107488661
4711,SPAG5,G1,0.0011998061306924298
4712,SPAG5,G1-G0 transition,0.0009913530251523697
4713,SPAG5,G2M,0.0008720062329688206
4714,SPAG5,S,0.0016080128279228913
4715,SPATA17,G0,0.0002649762564390607
4716,SPATA17,G1,0.0005549019997043226
4717,SPATA17,G1-G0 transition,0.0006647081387630086
4718,SPATA17,G2M,0.00023855842030672455
4719,SPATA17,S,0.00028853068668316444
4720,SPATA45,G0,0.0
4721,SPATA45,G1,0.0
4722,SPATA45,G1-G0 transition,0.0
4723,SPATA45,G2M,0.0
4724,SPATA45,S,0.0
4725,SPATS1,G0,0.00022749737635856522
4726,SPATS1,G1,0.0005703150349809962
4727,SPATS1,G1-G0 transition,0.0005571544927966172
4728,SPATS1,G2M,0.0002339650136330363
4729,SPATS1,S,0.0002453616609877822
4730,SPDEF,G0,0.00024765350721318695
4731,SPDEF,G1,0.000626419822927112
4732,SPDEF,G1-G0 transition,0.0005787326023970057
4733,SPDEF,G2M,0.0002522246345444301
4734,SPDEF,S,0.00025707338153785575
4735,SPDL1,G0,0.0003464602277519472
4736,SPDL1,G1,0.0008486497340014843
4737,SPDL1,G1-G0 transition,0.000890700628317258
4738,SPDL1,G2M,0.000504346521703051
4739,SPDL1,S,0.00041058841347354444
4740,SPI1,G0,0.0002807182715145586
4741,SPI1,G1,0.000718085853388144
4742,SPI1,G1-G0 transition,0.0005234916246318033
4743,SPI1,G2M,0.00019508545797201297
4744,SPI1,S,0.0002165513156892625
4745,SPIN4,G0,0.0003872408836948293
4746,SPIN4,G1,0.0007328738222218018
4747,SPIN4,G1-G0 transition,0.0005805530229793356
4748,SPIN4,G2M,0.00024044015583386436
4749,SPIN4,S,0.0003571081355449436
4750,SPOCK3,G0,0.0003190664636935062
4751,SPOCK3,G1,0.0005663928727955781
4752,SPOCK3,G1-G0 transition,0.0005412506023285978
4753,SPOCK3,G2M,0.0002654943560196396
4754,SPOCK3,S,0.00035174104463192314
4755,SPON1,G0,0.0008126479823653499
4756,SPON1,G1,0.0006609308311755399
4757,SPON1,G1-G0 transition,0.0008937443532289817
4758,SPON1,G2M,0.00030688850634414197
4759,SPON1,S,0.0002407990130304696
4760,SPON2,G0,0.0027385060805300704
4761,SPON2,G1,0.0008767939093953171
4762,SPON2,G1-G0 transition,0.0018954227482907515
4763,SPON2,G2M,0.00036964236648979825
4764,SPON2,S,0.0006402020107280129
4765,SPRY1,G0,0.0003674938149685339
4766,SPRY1,G1,0.0010620426692606285
4767,SPRY1,G1-G0 transition,0.0005538536549345765
4768,SPRY1,G2M,0.00038862127851430707
4769,SPRY1,S,0.00041143359468989607
4770,SPTBN5,G0,0.00026266262679639814
4771,SPTBN5,G1,0.0006778851261731637
4772,SPTBN5,G1-G0 transition,0.0005938899879364719
4773,SPTBN5,G2M,0.00025955065860188364
4774,SPTBN5,S,0.00041348191582257895
4775,SRGAP3,G0,0.0004475459355096008
4776,SRGAP3,G1,0.0007417157607541537
4777,SRGAP3,G1-G0 transition,0.000673752394213328
4778,SRGAP3,G2M,0.000269820550443235
4779,SRGAP3,S,0.00026838256673966286
4780,SRPK3,G0,0.00023943392179597315
4781,SRPK3,G1,0.0006152856262154524
4782,SRPK3,G1-G0 transition,0.0005508766868570968
4783,SRPK3,G2M,0.00016874058592591192
4784,SRPK3,S,0.0003540195520384197
4785,SRRM4,G0,0.00017434648981079406
4786,SRRM4,G1,0.0006711886009248991
4787,SRRM4,G1-G0 transition,0.0005916839591956713
4788,SRRM4,G2M,0.00018869411738702387
4789,SRRM4,S,0.0002543485864447463
4790,SSTR2,G0,0.00034326451930870294
4791,SSTR2,G1,0.0006871039548485975
4792,SSTR2,G1-G0 transition,0.0005611960509915671
4793,SSTR2,G2M,0.0001564938619299159
4794,SSTR2,S,0.0002646606234046926
4795,ST8SIA1,G0,0.0002384128630755882
4796,ST8SIA1,G1,0.0006654726444312195
4797,ST8SIA1,G1-G0 transition,0.0005381835073337696
4798,ST8SIA1,G2M,0.00027465178771426274
