CLSPN,CDCA8,CDC20,KIF2C,STIL,ORC1,SGIP1,DEPDC1,PALMD,PSRC1,H2AC20,IQGAP3,NUF2,KIAA0040,ASPM,NR5A2,KIF14,NEK2,DTL,CENPF,EXO1,RRM2,CENPA,MEIS1,VAMP5,NCAPH,BUB1,CKAP2L,MCM6,CDCA7,OSBPL6,COL3A1,SGO2,IGFBP5,CRYBA2,HJURP,IL17RE,GHRL,SGO1,CMTM8,VILL,MCM2,ECT2,VWA5B2,RFC4,MASP1,FAM43A,SPON2,SLBP,FGFR3,MXD4,CENPE,CXXC4,UGT8,CCNA2,SPRY1,PCDH18,MGARP,HMGB2,PLCXD3,ISL1,CCNB1,VCAN,ARRDC3,PCSK1,KIF20A,CDC25C,SH3RF2,PDGFRB,HMMR,NEURL1B,H1-1,H1-4,H1-3,H4C8,H2BC11,H1-5,TCF19,MCM3,TTK,MMS22L,CD24,FBXO5,HEPACAM2,CDCA2,ESCO2,MCM4,SULF1,CCNE2,TNFRSF11B,ATAD2,TONSL,MFSD3,ENHO,MELK,ZNF367,AMBP,GSN,PTGS1,SAPCD2,NRARP,KLF6,MCM10,CXCL12,CDK1,ARID5B,SNCG,ACTA2,KIF20B,ANKRD1,KIF11,CEP55,HELLS,PDCD4,MKI67,IGF2,CDKN1C,SLC22A18,IRAG1,SPON1,SOX6,E2F8,KIF18A,LRRC4C,RAPSN,SERPING1,FAM111A,FEN1,INCENP,FLRT1,POLA2,POLD3,HYLS1,WNT5B,CDCA3,BCL2L14,TROAP,RACGAP1,PHLDA1,LUM,GAS2L3,UNG,CIT,RGCC,CKAP2,DIAPH3,F10,WDHD1,DLGAP5,SYNE2,PLD4,BUB1B,KNSTRN,KNL1,RAD51,RHOV,NUSAP1,WDR76,SHF,CCNB2,PIF1,KIF23,TICRR,BLM,CCNF,PAQR4,CLDN9,CLDN6,ARL6IP1,PLK1,YPEL3,NECAB2,GINS2,ZNF469,PIMREG,CLDN7,AURKB,TRPV2,SPAG5,DHRS13,SLFN11,PIGW,NEUROD2,CDC6,TOP2A,KRT17,PSMC3IP,BRCA1,PYY,KIF18B,HOXB5,ABCC3,YPEL2,BRIP1,KPNA2,UBALD2,NDC80,RAB27B,CHAF1A,CDKN2D,CCNE1,CLIP3,PPP1R14A,APOE,FCGRT,UBE2S,PCNA,CHGB,TPX2,DNMT3B,E2F1,DSN1,FAM83D,MAFB,UBE2C,AURKA,CDC45,MCM5,GTSE1,CLTRN,TSPAN7,PCSK1N,KIF4A,ERCC6L,SYTL4,L1CAM
13.0,3.0,0.0,5.0,1.0,0.0,1.0,3.0,0.0,2.0,5.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,6.0,1.0,13.0,2.0,1.0,5.0,4.0,0.0,1.0,1.0,1.0,0.0,7.0,4.0,28.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,40.0,0.0,0.0,1.0,6.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,7.0,1.0,8.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,28.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,8.0,1.0,2.0,8.0,10.0,0.0,26.0,6.0,0.0,3.0,1.0,6.0,0.0,11.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,4.0,4.0,1.0,1.0,2.0,0.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,0.0,1.0,3.0,0.0,1.0,4.0,4.0,0.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,1.0,4.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,29.0,9.0,0.0,7.0,1.0,1.0,1.0,2.0,0.0,6.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.0,3.0,7.0,5.0,0.0,1.0,0.0,4.0,0.0,6.0,1.0,0.0,8.0,0.0,12.0,0.0,4.0,2.0,2.0,23.0,2.0,9.0,6.0,1.0,6.0,0.0,3.0,8.0,0.0,0.0,0.0,2.0,10.0,26.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,5.0,0.0,2.0,4.0,0.0,0.0,17.0,0.0,0.0,0.0,35.0,0.0,0.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,4.0,0.0,2.0,5.0,3.0,0.0,0.0,0.0,2.0,7.0,4.0,0.0,0.0,4.0,0.0,5.0,4.0,3.0,0.0,0.0,45.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,13.0,3.0,0.0,7.0,7.0,0.0,0.0,13.0,0.0,7.0,6.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,2.0,1.0,1.0,7.0,0.0,5.0,5.0,19.0,0.0,2.0,1.0,5.0,0.0,6.0,2.0,0.0,1.0,3.0,1.0,0.0,6.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,13.0,0.0,2.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,35.0,3.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,1.0,33.0,5.0,0.0,15.0,0.0,0.0,1.0,2.0,0.0,29.0,5.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
12.0,2.0,5.0,0.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,1.0,4.0,0.0,12.0,0.0,0.0,2.0,2.0,40.0,1.0,8.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,4.0,1.0,1.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,27.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,4.0,5.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,4.0,7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0,2.0,0.0,3.0,7.0,0.0,2.0,14.0,1.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,6.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,7.0,5.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,27.0,0.0,4.0,0.0,6.0,0.0,1.0,0.0,3.0,0.0,2.0,63.0,8.0,0.0,13.0,0.0,1.0,2.0,0.0,0.0,6.0,4.0,0.0,2.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
6.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,28.0,1.0,465.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,4.0,0.0,64.0,9.0,0.0,11.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,1.0,4.0,3.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,1.0,15.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,12.0,4.0,0.0,0.0,4.0,5.0,1.0,0.0,17.0,0.0,79.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,6.0,3.0,1.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,7.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,5.0,11.0,6.0,0.0,2.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,18.0,1.0,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,18.0,0.0,4.0,0.0,16.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,3.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,3.0,0.0,5.0,0.0,4.0,2.0,0.0,27.0,0.0,17.0,4.0,0.0,3.0,0.0,2.0,10.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,7.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,6.0,0.0,0.0,14.0,0.0,0.0,0.0,42.0,0.0,0.0,10.0,9.0,1.0,0.0,0.0,0.0,0.0,3.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,4.0,3.0,3.0,1.0,0.0,9.0,0.0,4.0,1.0,8.0,0.0,0.0,8.0,5.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,23.0,1.0,2.0,8.0,1.0,0.0,2.0,4.0,0.0,4.0,4.0,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,7.0,0.0,0.0,1.0,2.0,2.0,3.0,0.0,2.0,3.0,14.0,1.0,1.0,0.0,1.0,0.0,15.0,10.0,0.0,1.0,6.0,4.0,0.0,2.0,6.0,2.0,0.0,0.0,0.0,2.0,0.0,9.0,5.0,10.0,1.0,0.0,3.0,1.0,0.0,0.0,8.0,6.0,0.0,0.0,7.0,0.0,4.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,33.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,32.0,7.0,0.0,12.0,0.0,2.0,1.0,2.0,0.0,19.0,8.0,2.0,2.0,8.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,6.0,0.0,11.0,0.0,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,4.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,4.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,4.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,16.0,0.0,3.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9.0,4.0,7.0,4.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,6.0,0.0,10.0,0.0,2.0,1.0,0.0,32.0,3.0,14.0,5.0,0.0,0.0,2.0,3.0,6.0,2.0,0.0,1.0,5.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,12.0,0.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,52.0,0.0,0.0,10.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,9.0,1.0,7.0,1.0,1.0,0.0,0.0,3.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,5.0,2.0,6.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,0.0,3.0,6.0,4.0,0.0,2.0,8.0,0.0,4.0,6.0,9.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,3.0,0.0,4.0,1.0,5.0,3.0,1.0,0.0,6.0,2.0,9.0,2.0,2.0,1.0,0.0,0.0,4.0,9.0,0.0,0.0,4.0,4.0,0.0,4.0,2.0,3.0,1.0,0.0,3.0,1.0,0.0,14.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,6.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,34.0,0.0,3.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,17.0,3.0,4.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,0.0,46.0,16.0,0.0,16.0,0.0,2.0,1.0,2.0,0.0,19.0,5.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,5.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,16.0,0.0,4.0,1.0,0.0,0.0,3.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,33.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,1.0,0.0,6.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,1.0,18.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,0.0,0.0,6.0,0.0,17.0,0.0,1.0,3.0,2.0,28.0,0.0,18.0,7.0,3.0,4.0,0.0,4.0,3.0,6.0,2.0,1.0,7.0,4.0,81.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,1.0,12.0,0.0,4.0,0.0,2.0,15.0,5.0,0.0,0.0,26.0,0.0,0.0,8.0,0.0,0.0,1.0,52.0,0.0,0.0,22.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,4.0,0.0,2.0,9.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,4.0,8.0,0.0,10.0,7.0,7.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,1.0,1.0,2.0,3.0,9.0,0.0,3.0,5.0,23.0,0.0,2.0,0.0,1.0,0.0,8.0,8.0,0.0,1.0,7.0,1.0,0.0,1.0,6.0,4.0,2.0,0.0,1.0,3.0,0.0,10.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,8.0,0.0,0.0,6.0,0.0,4.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,3.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,20.0,0.0,4.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,52.0,7.0,0.0,32.0,0.0,3.0,1.0,4.0,0.0,6.0,19.0,1.0,2.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
